Source,Destination,Distance (km)
PDL,BOS,3844.4993684311803
PDL,FNC,984.9190227055684
PDL,LIS,1448.649555147553
PDL,OPO,1508.5378168212828
PDL,YYZ,4513.0172772411215
PHL,LIS,5550.690937551818
PIX,TER,119.512123213456
POA,LIS,8800.507291495183
PRG,LIS,2228.6553722333006
PXO,LIS,907.5656372665685
RAI,LIS,3001.890477976321
RAK,LIS,803.9700297006914
REC,LIS,5857.306395092838
SID,LIS,2794.5387482779097
SMA,PDL,97.46278608932427
SSA,LIS,6497.829409194238
SVQ,LIS,321.68236115691354
SXF,LIS,2305.4229101087553
TER,LIS,1554.052711793919
TER,OPO,1589.052331100375
TLS,LIS,1029.4092246859157
TMS,LIS,4565.595194264312
TNG,LIS,443.24017334452407
VCE,LIS,1915.3425005237384
VCP,LIS,7928.109504821426
VIE,FNC,3264.8720899879877
VIE,LIS,2305.008366784988
VLC,LIS,750.2706224945249
VXE,LIS,2889.4221944348633
WAW,LIS,2748.9606328338878
YYZ,LIS,5740.4646632181975
YYZ,OPO,5642.23221513101
YYZ,PDL,4513.0172772411215
ZAG,BLQ,398.16843265764226
ZRH,LIS,1723.4915648614706
ZRH,OPO,1529.8497722158745
BDO,SIN,999.8540766496901
BKK,SIN,1416.9035648215133
BLR,SIN,3179.4453948638875
CAN,SIN,2648.420817398125
CEB,SIN,2422.5181033946064
CGK,SIN,882.2377506730388
CNX,SIN,2012.822725041608
COK,SIN,3202.4664384046746
CRK,SIN,2381.6359533623336
DAC,SIN,2898.2320061500513
DPS,SIN,1671.4978147647748
HAK,SIN,2182.844838710807
HAN,SIN,2218.2832194850994
HDY,SIN,738.0807165073983
HKG,SIN,2565.5757784902503
HKT,SIN,980.2218989938143
HYD,SIN,3306.0542137210077
JOG,SIN,1241.8949952639805
KBV,SIN,933.1534747802638
KLO,SIN,2330.488489940587
KUL,SIN,297.47222254317137
LGK,SIN,728.2669376541955
LJG,SIN,2844.864372157703
MAA,SIN,2925.315484280152
MFM,SIN,2535.1675208141814
MLE,SIN,3397.8586761156153
MNL,SIN,2374.851647744406
NGB,SIN,3665.375179273305
PEN,SIN,602.3293429786164
PER,SIN,3910.768634128117
PNH,SIN,1137.661658482279
RGN,SIN,1931.909473583761
SGN,SIN,1093.016647361484
SIN,BDO,999.8540766496901
SIN,BKK,1416.9035648215133
SIN,BLR,3179.4453948638875
SIN,CAN,2648.420817398125
SIN,CEB,2422.5181033946064
SIN,CGK,882.2377506730388
SIN,CNX,2012.822725041608
SIN,COK,3202.4664384046746
SIN,CRK,2381.6359533623336
SIN,DAC,2898.2320061500513
SIN,DPS,1671.4978147647748
SIN,HAK,2182.844838710807
SIN,HAN,2218.2832194850994
SIN,HDY,738.0807165073983
SIN,HKG,2565.5757784902503
SIN,HKT,980.2218989938143
SIN,HYD,3306.0542137210077
SIN,JOG,1241.8949952639805
SIN,KBV,933.1534747802638
SIN,KLO,2330.488489940587
SIN,KUL,297.47222254317137
SIN,LGK,728.2669376541955
SIN,LJG,2844.864372157703
SIN,MAA,2925.315484280152
SIN,MFM,2535.1675208141814
SIN,MLE,3397.8586761156153
SIN,MNL,2374.851647744406
SIN,NGB,3665.375179273305
SIN,PEN,602.3293429786164
SIN,PER,3910.768634128117
SIN,PNH,1137.661658482279
SIN,RGN,1931.909473583761
SIN,SGN,1093.016647361484
SIN,SUB,1376.1479325976682
SIN,SZX,2594.0087444652154
SIN,TPE,3222.3828837296046
SIN,TRV,3100.348156053208
SIN,TRZ,2982.07572428539
SUB,SIN,1376.1479325976682
SZX,SIN,2594.0087444652154
TPE,SIN,3222.3828837296046
TRV,SIN,3100.348156053208
TRZ,SIN,2982.07572428539
AGP,YUL,5705.155126544043
AMS,YYC,7167.625097723181
AMS,YYZ,5989.661249753971
ATH,YUL,7631.852924656667
ATH,YYZ,8128.49523356472
AZS,YUL,2936.8749041675724
BCN,YUL,5911.345375473283
BCN,YYZ,6417.689588723781
BOD,YUL,5518.0992406850455
BRU,YUL,5553.837635064692
CCC,YHZ,2834.78471709687
CCC,YUL,2592.183262936817
CDG,YQB,5292.109254854412
CDG,YUL,5523.4813014630845
CDG,YYZ,6019.848937498426
CUN,YHZ,3406.8600263734697
CUN,YQB,3186.989619686849
CUN,YUL,2969.7770065497234
CUN,YVR,4475.544408777512
CUN,YYC,4091.0187992502856
CUN,YYZ,2605.3182351266278
DUB,YYZ,5260.987306186393
FCO,YUL,6584.395117103508
FCO,YYZ,7085.631074114218
FLL,YUL,2231.3123328188713
FLL,YYZ,1958.110427005867
FRA,YYC,7528.451695462492
GLA,YYC,6476.6793125229615
GLA,YYZ,5283.976897397997
HOG,YUL,2754.923021106357
HOG,YYZ,2563.9028248693526
LGW,YUL,5245.728113485864
LGW,YVR,7618.673914972621
LGW,YYC,7054.563584691995
LGW,YYZ,5739.195244162366
LIS,YUL,5235.164442834208
LIS,YYZ,5740.4646632181975
LRM,YHZ,2981.3565194164357
LYS,YUL,5865.18064353823
MAN,YVR,7337.414454385657
MAN,YYC,6776.287804443986
MAN,YYZ,5511.388452493252
MBJ,YHZ,3222.7427845935904
MBJ,YUL,3023.2534698183686
MBJ,YYZ,2803.775286656672
MCO,YHZ,2411.2575480499213
MCO,YQM,2445.133639510956
MCO,YUL,2008.3933669940557
MCO,YYT,3254.7172115070275
MCO,YYZ,1702.0758057616956
MRS,YUL,6005.493570338752
NCE,YUL,6128.786107989773
OPO,LIS,277.0121916401672
POP,AZS,102.5213899124319
POP,LRM,226.8951287872401
PUJ,YHZ,2960.3627771579336
PUJ,YQB,3150.5331274277173
PUJ,YUL,3032.433867511577
PUJ,YYZ,2984.3071852433504
PVR,YUL,3980.528602553078
PVR,YVR,3546.6708817556523
SNU,CCC,165.994558194986
SNU,YUL,2616.293146815841
SNU,YYZ,2355.840243057005
TLS,YUL,5727.74811896685
VCE,YUL,6358.086919342091
VCE,YYZ,6853.5728769540465
VRA,SNU,164.40229295790238
VRA,YHZ,2923.8443999998453
VRA,YUL,2590.0702278648523
VRA,YYZ,2301.333360799691
YHZ,MCO,2411.2575480499213
YQB,CDG,5292.109254854412
YQB,PUJ,3150.5331274277173
YQB,YUL,232.97025210166106
YQM,MCO,2445.133639510956
YUL,AGP,5705.155126544043
YUL,ATH,7631.852924656667
YUL,BCN,5911.345375473283
YUL,BOD,5518.0992406850455
YUL,BRU,5553.837635064692
YUL,CCC,2592.183262936817
YUL,CDG,5523.4813014630845
YUL,CUN,2969.7770065497234
YUL,FCO,6584.395117103508
YUL,FLL,2231.3123328188713
YUL,HOG,2754.923021106357
YUL,LGW,5245.728113485864
YUL,LIS,5235.164442834208
YUL,LYS,5865.18064353823
YUL,MBJ,3023.2534698183686
YUL,MCO,2008.3933669940557
YUL,MRS,6005.493570338752
YUL,NCE,6128.786107989773
YUL,POP,2873.923164215737
YUL,PUJ,3032.433867511577
YUL,PVR,3980.528602553078
YUL,SNU,2616.293146815841
YUL,TLS,5727.74811896685
YUL,VCE,6358.086919342091
YUL,VRA,2590.0702278648523
YUL,YQB,232.97025210166106
YUL,YYZ,507.1984872891821
YVR,CUN,4475.544408777512
YVR,LGW,7618.673914972621
YVR,MAN,7337.414454385657
YVR,PVR,3546.6708817556523
YVR,YYC,686.3705205426666
YYC,AMS,7167.625097723181
YYC,FRA,7528.451695462492
YYC,GLA,6476.6793125229615
YYC,LGW,7054.563584691995
YYC,MAN,6776.287804443986
YYC,YEG,245.99409218724088
YYC,YVR,686.3705205426666
YYT,MCO,3254.7172115070275
YYZ,AMS,5989.661249753971
YYZ,ATH,8128.49523356472
YYZ,BCN,6417.689588723781
YYZ,CDG,6019.848937498426
YYZ,CUN,2605.3182351266278
YYZ,DUB,5260.987306186393
YYZ,FCO,7085.631074114218
YYZ,FLL,1958.110427005867
YYZ,GLA,5283.976897397997
YYZ,HOG,2563.9028248693526
YYZ,LGW,5739.195244162366
YYZ,LIS,5740.4646632181975
YYZ,MAN,5511.388452493252
YYZ,MBJ,2803.775286656672
YYZ,MCO,1702.0758057616956
YYZ,OPO,5642.23221513101
YYZ,PUJ,2984.3071852433504
YYZ,SNU,2355.840243057005
YYZ,VCE,6853.5728769540465
YYZ,VRA,2301.333360799691
YYZ,YQB,731.5479903485065
YYZ,YUL,507.1984872891821
ADL,BNE,1619.938868381478
ADL,MEL,641.5985932137727
ADL,SYD,1164.1385075760973
ASP,MEL,1859.8162034617358
ASP,SYD,2020.2130833636093
BNE,ADL,1619.938868381478
BNE,CNS,1391.1220248734105
BNE,DRW,2850.7387388707416
BNE,MEL,1380.8541114328675
BNE,SYD,752.8217807125193
CFS,SYD,442.52573781054326
CNS,BNE,1391.1220248734105
CNS,MEL,2313.1865630391135
CNS,SYD,1972.683766215626
DRW,BNE,2850.7387388707416
HBA,MEL,616.9883596305107
MCY,MEL,1453.9220771150278
MEL,ADL,641.5985932137727
MEL,ASP,1859.8162034617358
MEL,BNE,1380.8541114328675
MEL,CNS,2313.1865630391135
MEL,HBA,616.9883596305107
MEL,MCY,1453.9220771150278
MEL,MKY,1881.7191012210076
MEL,OOL,1329.6326284724435
MEL,PER,2700.7417812795093
MEL,SYD,705.4017258143423
MKY,MEL,1881.7191012210076
OOL,MEL,1329.6326284724435
OOL,SYD,680.002152924991
PER,MEL,2700.7417812795093
PER,SYD,3277.1856834227833
PPP,SYD,1517.8645698624232
SYD,ADL,1164.1385075760973
SYD,ASP,2020.2130833636093
SYD,BNE,752.8217807125193
SYD,CFS,442.52573781054326
SYD,CNS,1972.683766215626
SYD,MEL,705.4017258143423
SYD,OOL,680.002152924991
SYD,PER,3277.1856834227833
SYD,PPP,1517.8645698624232
ABJ,TUN,3796.5936955292073
ALG,TUN,624.6599537487301
AMS,TUN,1771.1552470295626
BCN,TUN,859.1635656854305
BEG,TUN,1224.6428109649553
BEN,TUN,1060.6631753980982
BEY,TUN,2309.1996412287367
BKO,TUN,3255.05123592971
BLQ,TUN,859.1174406724426
BOD,TUN,1276.2009153148997
BRU,DJE,1960.6906606950888
BRU,MIR,1756.9747890672552
BRU,TUN,1627.4692863525338
BSL,DJE,1548.9992385767475
CAI,TUN,2096.0918102871683
CMN,TUN,1663.6437885055645
DJE,BRU,1960.6906606950888
DJE,BSL,1548.9992385767475
DJE,DUS,1963.2661075100941
DJE,FRA,1805.7422503244973
DJE,GVA,1430.2549325548243
DJE,HAM,2197.576277764204
DJE,LYS,1403.6921541187664
DJE,MRS,1167.0319943729535
DJE,MUC,1612.1547663033523
DJE,NCE,1130.4870277552177
DJE,NTE,1805.2182551662167
DJE,ORY,1791.1985055938137
DJE,SXB,1651.2235762725993
DJE,SXF,2069.3204698714944
DJE,ZRH,1522.5508472401486
DKR,TUN,3681.2917739968075
DME,TUN,2931.183644618438
DUS,DJE,1963.2661075100941
DUS,NBE,1716.6929651862665
DUS,TUN,1628.638194055166
DXB,TUN,4444.468986309416
FCO,TUN,576.8468144460378
FRA,DJE,1805.7422503244973
FRA,NBE,1559.2743179954293
FRA,TUN,1471.7982887627156
GVA,DJE,1430.2549325548243
GVA,MIR,1228.235296523363
GVA,TUN,1098.2135789960223
HAM,DJE,2197.576277764204
HAM,NBE,1952.2917163449629
IST,TUN,1669.53927121484
JED,TUN,3254.232447230262
KWI,TUN,3594.079175414388
LAQ,TUN,1161.6829538392096
LHR,TUN,1831.2601580927299
LIS,TUN,1711.1213830949246
LYS,DJE,1403.6921541187664
LYS,MIR,1206.2033582371475
LYS,TUN,1075.8131858551171
MAD,DJE,1464.2388577978245
MAD,TUN,1261.5845800650472
MED,TUN,3115.020291172866
MIR,BRU,1756.9747890672552
MIR,GVA,1228.235296523363
MIR,LYS,1206.2033582371475
MIR,MRS,976.2969634872592
MIR,NCE,928.923429678138
MIR,ORY,1595.714862779401
MRS,DJE,1167.0319943729535
MRS,MIR,976.2969634872592
MRS,TUN,846.7827867526154
MUC,DJE,1612.1547663033523
MUC,NBE,1369.6905521870926
MUC,TUN,1285.3255901067735
MXP,TUN,984.2085196712383
NBE,DUS,1716.6929651862665
NBE,FRA,1559.2743179954293
NBE,HAM,1952.2917163449629
NBE,MUC,1369.6905521870926
NBE,SXF,1829.0850467994455
NBE,ZRH,1275.9333298617328
NCE,DJE,1130.4870277552177
NCE,MIR,928.923429678138
NCE,TUN,798.7654453223101
NKC,TUN,3284.033262179059
NTE,DJE,1805.2182551662167
NTE,TUN,1502.9095449493916
ORN,TUN,981.9272281818418
ORY,DJE,1791.1985055938137
ORY,MIR,1595.714862779401
ORY,TOE,1710.8362491707956
ORY,TUN,1465.3841189049551
OUA,TUN,2965.285803316424
PMO,TUN,292.3966887901715
SXB,DJE,1651.2235762725993
SXB,TUN,1316.5985027131542
SXF,DJE,2069.3204698714944
SXF,NBE,1829.0850467994455
TIP,TUN,537.0868589892896
TLS,TUN,1063.714676909519
TOB,TUN,1371.1365578040459
TOE,ORY,1710.8362491707956
TUN,ABJ,3796.5936955292073
TUN,ALG,624.6599537487301
TUN,AMS,1771.1552470295626
TUN,BCN,859.1635656854305
TUN,BEG,1224.6428109649553
TUN,BEN,1060.6631753980982
TUN,BEY,2309.1996412287367
TUN,BKO,3255.05123592971
TUN,BLQ,859.1174406724426
TUN,BOD,1276.2009153148997
TUN,BRU,1627.4692863525338
TUN,CAI,2096.0918102871683
TUN,CMN,1663.6437885055645
TUN,DKR,3681.2917739968075
TUN,DME,2931.183644618438
TUN,DUS,1628.638194055166
TUN,DXB,4444.468986309416
TUN,FCO,576.8468144460378
TUN,FRA,1471.7982887627156
TUN,GVA,1098.2135789960223
TUN,IST,1669.53927121484
TUN,JED,3254.232447230262
TUN,KWI,3594.079175414388
TUN,LAQ,1161.6829538392096
TUN,LHR,1831.2601580927299
TUN,LIS,1711.1213830949246
TUN,LYS,1075.8131858551171
TUN,MAD,1261.5845800650472
TUN,MED,3115.020291172866
TUN,MRS,846.7827867526154
TUN,MUC,1285.3255901067735
TUN,MXP,984.2085196712383
TUN,NCE,798.7654453223101
TUN,NKC,3284.033262179059
TUN,NTE,1502.9095449493916
TUN,ORN,981.9272281818418
TUN,ORY,1465.3841189049551
TUN,OUA,2965.285803316424
TUN,PMO,292.3966887901715
TUN,SXB,1316.5985027131542
TUN,TIP,537.0868589892896
TUN,TLS,1063.714676909519
TUN,TOB,1371.1365578040459
TUN,VCE,978.503319267888
TUN,VIE,1354.542374263953
TUN,ZRH,1188.1869598494627
VCE,TUN,978.503319267888
VIE,TUN,1354.542374263953
ZRH,DJE,1522.5508472401486
ZRH,NBE,1275.9333298617328
ZRH,TUN,1188.1869598494627
BPX,LXA,613.1602137170231
CKG,LXA,1521.7658654202028
CKG,SHA,1416.910259568801
CTU,HGH,1580.222375387982
CTU,KWE,528.6171723752445
CTU,LXA,1263.3528240639637
CTU,LZY,936.6210998462973
CTU,SHA,1659.0559626963175
CTU,SZX,1318.272030715979
CTU,XMN,1548.8588644889758
CTU,XNN,684.5764467712169
HGH,CTU,1580.222375387982
KWE,CTU,528.6171723752445
LHW,LXA,1430.24615052558
LHW,TYN,809.8895221252056
LXA,BPX,613.1602137170231
LXA,CKG,1521.7658654202028
LXA,CTU,1263.3528240639637
LXA,LHW,1430.24615052558
LXA,LZY,331.95228758127644
LXA,MIG,1346.8247715576017
LXA,NGQ,1083.3948233724036
LXA,XNN,1312.1291335777557
LZY,CTU,936.6210998462973
LZY,LXA,331.95228758127644
MIG,LXA,1346.8247715576017
NGQ,LXA,1083.3948233724036
NKG,XNN,1634.218579507036
SHA,CKG,1416.910259568801
SHA,CTU,1659.0559626963175
SZX,CTU,1318.272030715979
TYN,LHW,809.8895221252056
XMN,CTU,1548.8588644889758
XNN,CTU,684.5764467712169
XNN,LXA,1312.1291335777557
XNN,NKG,1634.218579507036
XNN,YUS,614.6640160615648
YUS,XNN,614.6640160615648
BKK,ICN,3668.6771222215098
CJU,GMP,450.81229720451506
CJU,TAE,330.78849379085744
CTS,ICN,1421.127688562603
FUK,ICN,563.3190334057522
GMP,CJU,450.81229720451506
GMP,TSA,1474.4726124836172
HSG,ICN,593.827777242837
ICN,BKK,3668.6771222215098
ICN,CTS,1421.127688562603
ICN,FUK,563.3190334057522
ICN,HSG,593.827777242837
ICN,TNA,820.8337347408085
TAE,CJU,330.78849379085744
TNA,ICN,820.8337347408085
TSA,GMP,1474.4726124836172
CAY,ORY,7086.21954863953
DZA,TNR,706.5310818038012
FDF,ORY,6851.55522712061
FDF,PTP,194.6039522396067
FDF,SLU,63.47972084118654
ORY,CAY,7086.21954863953
ORY,DZA,8035.1757589825465
ORY,FDF,6851.55522712061
ORY,PAP,7352.65706338682
ORY,PTP,6752.38812135895
ORY,RUN,9357.482277252044
ORY,SXM,6723.181117604233
PAP,PTP,1170.0495571498327
PAP,SDQ,277.14979328334795
PTP,FDF,194.6039522396067
PTP,ORY,6752.38812135895
PTP,PAP,1170.0495571498327
PTP,SDQ,896.4285869040822
PTP,SFG,259.8616993677631
RUN,ORY,9357.482277252044
SBH,SXM,31.907496122200442
SDQ,ORY,7172.223459734557
SDQ,PTP,896.4285869040822
SFG,PTP,259.8616993677631
SLU,FDF,63.47972084118654
SXM,ORY,6723.181117604233
SXM,SBH,31.907496122200442
TNR,ORY,8733.303927506802
BMY,GEA,405.99058205719496
BMY,KOC,110.85278490570312
GEA,ILP,107.51782074792754
GEA,KNQ,215.65686198515706
GEA,KOC,298.1814699520443
GEA,LIF,183.0460252174285
GEA,MEE,183.13041251561066
GEA,TGJ,188.71911870433325
GEA,TOU,205.9722789530061
GEA,UVE,180.17749185423185
ILP,GEA,107.51782074792754
KNQ,GEA,215.65686198515706
KOC,BMY,110.85278490570312
KOC,GEA,298.1814699520443
LIF,GEA,183.0460252174285
LIF,TGJ,68.60928045991484
LIF,UVE,70.96295525451009
MEE,GEA,183.13041251561066
TGJ,GEA,188.71911870433325
TGJ,LIF,68.60928045991484
TOU,GEA,205.9722789530061
UVE,GEA,180.17749185423185
UVE,LIF,70.96295525451009
BKK,SIN,1416.9035648215133
HKG,SIN,2565.5757784902503
ICN,TPE,1463.6790460820575
NKG,SIN,3722.311470997278
NRT,TPE,2181.01985661477
OOL,SIN,6211.926543359385
PER,SIN,3910.768634128117
SHE,TAO,655.096819531398
SIN,BKK,1416.9035648215133
SIN,HKG,2565.5757784902503
SIN,NKG,3722.311470997278
SIN,OOL,6211.926543359385
SIN,PER,3910.768634128117
SIN,SYD,6293.4426079209525
SIN,TAO,4232.992408977857
SIN,TPE,3222.3828837296046
SIN,TSN,4413.7647032592595
SYD,SIN,6293.4426079209525
TAO,SHE,655.096819531398
TAO,SIN,4232.992408977857
TPE,ICN,1463.6790460820575
TPE,NRT,2181.01985661477
TPE,SIN,3222.3828837296046
TSN,SIN,4413.7647032592595
ABZ,LGW,685.6351253363033
ABZ,LTN,603.9420919986354
ACE,LGW,2710.1932023368595
ACE,LPL,2850.172563319555
ADB,LGW,2567.2008413758635
AGA,CDG,2310.037582080021
AGA,LGW,2437.7935804409044
AGA,LYS,2124.4914328574964
AGA,SXF,3083.177138240527
AGP,BFS,2003.8668296703304
AGP,BRS,1641.4832599967217
AGP,BSL,1563.6355795560905
AGP,CDG,1485.8180661695947
AGP,GLA,2134.614643861904
AGP,GVA,1380.303501071973
AGP,LGW,1645.2059954530685
AGP,LPL,1856.7678290653141
AGP,LTN,1721.120434688054
AGP,MAN,1862.5867130927568
AGP,MXP,1485.7741047432999
AGP,NCL,2052.954170184604
AGP,SEN,1706.4186052771124
AGP,STN,1731.8241103691485
AGP,SXF,2243.262339463611
AHO,MXP,556.9372359310105
AJA,BSL,638.0259507446184
AJA,CDG,926.1702138971021
AJA,GVA,525.7175638073163
AJA,LGW,1233.0239589103855
AJA,LYS,517.4295941758219
ALC,BFS,1870.186468041404
ALC,BRS,1466.4700453117266
ALC,BSL,1225.0971248777062
ALC,EDI,1975.6675464250932
ALC,GLA,1976.9998842505665
ALC,GVA,1040.1047771830752
ALC,LGW,1430.9134254564956
ALC,LPL,1682.8113460082457
ALC,LTN,1511.4890040489272
ALC,MAN,1681.0194608541917
ALC,NCL,1865.048519710198
ALC,SEN,1480.925225401414
AMS,BFS,771.0400534040191
AMS,BOD,923.6920529628383
AMS,BRS,523.9927392742668
AMS,BSL,560.6426157815109
AMS,EDI,666.3630877198765
AMS,FCO,1296.8207683725338
AMS,GLA,717.9564741660641
AMS,GVA,681.9930525136962
AMS,LGW,364.70174642684594
AMS,LIS,1846.2971599212935
AMS,LPL,523.8692507843491
AMS,LTN,353.8509207983334
AMS,MAN,486.7177112070321
AMS,MXP,796.6424788809418
AMS,NCL,522.0648662062603
AMS,PRG,705.0079806538921
AMS,SEN,290.6368776969084
AMS,STN,312.8813050961355
AMS,SXF,594.6675540659292
ARN,GVA,1682.7017511153213
ATH,EDI,2848.010941792131
ATH,FCO,1086.282164052998
ATH,GVA,1731.2861242598267
ATH,HAM,2045.2209016149031
ATH,LGW,2393.01493466754
ATH,MAN,2636.6450930924702
ATH,MXP,1520.349721959768
ATH,ORY,2105.0392845960696
ATH,SXF,1797.7629958304549
AYT,BSL,2241.1620344965277
AYT,LGW,2908.0576006001347
AYT,MAN,3130.4236837916183
BCN,BFS,1606.1480374793723
BCN,BRS,1179.7373369081463
BCN,BSL,822.2368145146618
BCN,CDG,858.738011503702
BCN,GVA,637.4468259188732
BCN,LGW,1109.053917010952
BCN,LPL,1388.1576341633372
BCN,LTN,1190.7627418439472
BCN,LYS,548.6324974283636
BCN,MXP,720.7942696840572
BCN,NCE,496.29651964178595
BCN,NCL,1552.6561246093206
BCN,SEN,1147.2980319569508
BCN,SXF,1504.8782666356728
BDS,BSL,1132.0470886266758
BDS,GVA,1137.5958610871137
BDS,MXP,929.1711073053525
BEG,FCO,733.699499154238
BEG,GVA,1115.8309219499836
BEG,MXP,910.6789946196153
BES,LYS,779.6534473978999
BFS,AGP,2003.8668296703304
BFS,ALC,1870.186468041404
BFS,AMS,771.0400534040191
BFS,BCN,1606.1480374793723
BFS,BHX,383.4519960665349
BFS,BRS,432.663902383971
BFS,CDG,868.6609887432503
BFS,EDI,230.28134044737888
BFS,FAO,1966.3471055834282
BFS,GLA,176.03491277795294
BFS,KRK,1825.3808096469877
BFS,LGW,561.4121166214984
BFS,LPL,264.68858316399974
BFS,LTN,496.70058394996704
BFS,MAN,295.4772258664947
BFS,MLA,2623.563701763548
BFS,NCE,1559.6902716238333
BFS,NCL,292.653583486085
BFS,PMI,1807.8234001178355
BFS,STN,527.9187528958962
BGO,LGW,1070.9621685556597
BHX,BFS,383.4519960665349
BIA,CDG,896.4577670988587
BIA,GVA,489.61522472233924
BIA,LGW,1203.967604981066
BIA,LYS,497.7459139899003
BIA,TLS,669.8434442612527
BIO,GVA,782.7348733869629
BIO,LIS,724.2900329475561
BIO,MAN,1118.7730840300446
BIO,STN,982.9540101342147
BIQ,CDG,691.5571966303357
BJV,BRS,2851.401765794078
BJV,EDI,3107.219363904689
BJV,LGW,2679.206327422896
BJV,LPL,2945.2974248065534
BJV,STN,2687.7589351545626
BLQ,CDG,830.2431639915413
BLQ,LGW,1126.6977008245797
BOD,AMS,923.6920529628383
BOD,BRS,743.7666448871792
BOD,BRU,778.3245376122087
BOD,BSL,704.3515475273157
BOD,GVA,553.9981456327007
BOD,LGW,703.8111507400138
BOD,LIL,698.0878775414609
BOD,LIS,968.1456224621405
BOD,LTN,783.9411928663268
BOD,LYS,464.29430321049625
BOD,MXP,744.4623914465647
BOD,NCE,644.7738936076865
BOD,RAK,1601.5491389015756
BRI,CDG,1414.429286671284
BRI,LGW,1708.572467378281
BRI,MXP,818.3460981535468
BRS,AGP,1641.4832599967217
BRS,ALC,1466.4700453117266
BRS,AMS,523.9927392742668
BRS,BCN,1179.7373369081463
BRS,BFS,432.663902383971
BRS,BJV,2851.401765794078
BRS,BOD,743.7666448871792
BRS,CDG,458.19736557044087
BRS,CFU,2182.2172757497633
BRS,CPH,1117.5176866736158
BRS,DLM,2965.3352001746157
BRS,EDI,509.6752840868714
BRS,FAO,1650.4383610183634
BRS,FCO,1557.0916109921282
BRS,FNC,2370.5576524364287
BRS,FUE,2713.927246794804
BRS,GLA,511.76906284437564
BRS,GVA,862.1504718624449
BRS,HER,2845.882326461614
BRS,INV,690.2625983242897
BRS,KEF,1817.4859091704886
BRS,KRK,1584.2388164641104
BRS,LIS,1487.6036916195667
BRS,MAD,1214.953659276463
BRS,MJV,1520.48583011101
BRS,NCE,1135.6382923491376
BRS,NCL,412.1015440292543
BRS,PFO,3359.417300418027
BRS,PMI,1381.7033380344487
BRS,PRG,1200.4780399982287
BRS,PSA,1301.0892862301687
BRS,RAK,2241.641046846053
BRS,SXF,1117.9336284432732
BRS,TFS,2841.7647481306453
BRS,TLS,914.7114514488928
BRU,BOD,778.3245376122087
BRU,BSL,429.36289241327296
BRU,GVA,532.0973950753612
BRU,LGW,328.04203344513814
BRU,LYS,577.2112350115372
BRU,MXP,664.6862764417538
BRU,NAP,1345.1089790200476
BRU,NCE,831.168568134411
BRU,SXF,644.510673175329
BRU,TLS,842.0258838426323
BSL,AGP,1563.6355795560905
BSL,AJA,638.0259507446184
BSL,ALC,1225.0971248777062
BSL,AMS,560.6426157815109
BSL,AYT,2241.1620344965277
BSL,BCN,822.2368145146618
BSL,BDS,1132.0470886266758
BSL,BOD,704.3515475273157
BSL,BRU,429.36289241327296
BSL,BUD,880.5028910627974
BSL,CAG,935.2916737902631
BSL,CPH,959.6740828864142
BSL,CTA,1282.4972696827372
BSL,DRS,599.0222308471423
BSL,EDI,1191.6248899109553
BSL,FAO,1728.0527390228854
BSL,FCO,743.3358108928942
BSL,FUE,2816.24073214689
BSL,HAM,693.602370767601
BSL,KEF,2576.102807942969
BSL,KRK,937.4556850923639
BSL,LCA,2580.718373995343
BSL,LGW,684.2363624613864
BSL,LIS,1663.0787980080675
BSL,LPA,2950.1491024826205
BSL,MAD,1186.4764227347898
BSL,MAN,943.0124008270511
BSL,MPL,525.4284983983947
BSL,NAP,918.9244789065272
BSL,NCE,437.85107376243326
BSL,NTE,689.5962199019174
BSL,OLB,760.6386498129796
BSL,OPO,1463.8275805970613
BSL,PMI,973.0880130018393
BSL,PRN,1195.9666139583173
BSL,RAK,2212.9883094563447
BSL,SCQ,1349.8431682043752
BSL,SKG,1459.1069405323083
BSL,SPU,817.0969747722744
BSL,SVQ,1573.614338052849
BSL,SXF,683.1138515101622
BSL,TFS,3009.5827962880553
BSL,TLS,650.754817418256
BSL,TLV,2883.6795163683546
BSL,VCE,435.49123591591814
BUD,BSL,880.5028910627974
BUD,CDG,1247.870586566548
BUD,GVA,1007.9823589126204
BUD,LGW,1465.125341891076
BUD,LTN,1491.5412432066864
BUD,SXF,686.4795541096972
CAG,BSL,935.2916737902631
CAG,GVA,813.0927393175143
CAG,MXP,709.8266246033993
CAG,STN,1560.8811441579737
CAG,SXF,1499.5884374344566
CDG,AGA,2310.037582080021
CDG,AGP,1485.8180661695947
CDG,AJA,926.1702138971021
CDG,BCN,858.738011503702
CDG,BFS,868.6609887432503
CDG,BIA,896.4577670988587
CDG,BIQ,691.5571966303357
CDG,BLQ,830.2431639915413
CDG,BRI,1414.429286671284
CDG,BRS,458.19736557044087
CDG,BUD,1247.870586566548
CDG,CMN,1931.5200365397375
CDG,CPH,1003.7004841333942
CDG,CTA,1631.4395185839678
CDG,EDI,868.6771370082173
CDG,GLA,896.6214619201161
CDG,KRK,1246.288759027855
CDG,LGW,307.5397753829152
CDG,LIS,1469.9641325155924
CDG,LPL,610.00192542148
CDG,LTN,379.3714370489525
CDG,MAD,1064.512890534145
CDG,MXP,598.2510679661002
CDG,NAP,1289.6058099568643
CDG,NCE,694.5188488423612
CDG,OPO,1231.1389623384491
CDG,PRG,852.3710112360449
CDG,RAK,2128.6290247139127
