source,source_country,source_region,destination,destination_country,destination_region,distance_km
YVR,Canada,CAN,LAX,United States,USA,1740.8864538695545
YVR,Canada,CAN,LHR,United Kingdom,ENW,7578.584285389926
YVR,Canada,CAN,NRT,Japan,JPN,7503.426630645464
YVR,Canada,CAN,ORD,United States,USA,2831.38735396101
YVR,Canada,CAN,PDX,United States,USA,403.29626464910206
YVR,Canada,CAN,PHX,United States,USA,1980.3993877236605
YVR,Canada,CAN,SEA,United States,USA,204.52238044254867
YYC,Canada,CAN,DFW,United States,USA,2451.19675168062
YYC,Canada,CAN,JFK,United States,USA,3277.1300508835143
YYC,Canada,CAN,LAS,United States,USA,1674.1124683243643
YYC,Canada,CAN,LAX,United States,USA,1942.0443487528596
YYC,Canada,CAN,LHR,United Kingdom,ENW,7014.965216131144
YYC,Canada,CAN,ORD,United States,USA,2224.2675928381545
YYC,Canada,CAN,PHX,United States,USA,1972.619270361712
YYC,Canada,CAN,SAN,United States,USA,2060.059729675523
YYZ,Canada,CAN,CLT,United States,USA,947.7522896582761
YYZ,Canada,CAN,DCA,United States,USA,578.5612058620203
YYZ,Canada,CAN,DFW,United States,USA,1928.411126888579
YYZ,Canada,CAN,JFK,United States,USA,588.5961316237577
YYZ,Canada,CAN,LAS,United States,USA,3120.3096511247577
YYZ,Canada,CAN,LAX,United States,USA,3493.9481090046993
YYZ,Canada,CAN,LGA,United States,USA,573.1547668547214
YYZ,Canada,CAN,LHR,United Kingdom,ENW,5707.053460050177
YYZ,Canada,CAN,MCO,United States,USA,1702.0758057616956
YYZ,Canada,CAN,MIA,United States,USA,1989.5062692031897
YYZ,Canada,CAN,ORD,United States,USA,700.352684753407
YYZ,Canada,CAN,PHL,United States,USA,557.9822323316698
ZAG,Croatia,EUE,LHR,United Kingdom,ENW,1367.8870063927975
ZCL,Mexico,MEX,DFW,United States,USA,1242.1934984778352
ZIH,Mexico,MEX,PHX,United States,USA,2051.2835449716704
ZRH,Switzerland,ENW,JFK,United States,USA,6309.4692480374415
ZRH,Switzerland,ENW,LHR,United Kingdom,ENW,788.0669351500638
ZRH,Switzerland,ENW,PHL,United States,USA,6459.924962111805
ACE,Spain,EUM,CGN,Germany,EUW,2989.899466789639
ACE,Spain,EUM,DUS,Germany,EUW,3006.7295248115224
ACE,Spain,EUM,FUE,Spain,EUM,60.32294729601557
ACE,Spain,EUM,HAM,Germany,EUW,3345.8240574163938
ACE,Spain,EUM,LEJ,Germany,EUW,3291.829839518042
ACE,Spain,EUM,MUC,Germany,EUW,3058.006115096229
ACE,Spain,EUM,TXL,Germany,EUW,3427.6569789542536
ACE,Spain,EUM,ZRH,Switzerland,ENW,2806.3944656337057
AGP,Spain,EUM,CGN,Germany,EUW,1829.0832996012657
AGP,Spain,EUM,DUS,Germany,EUW,1853.460617591597
AGP,Spain,EUM,HAM,Germany,EUW,2191.7065924337294
AGP,Spain,EUM,MUC,Germany,EUW,1854.9441906374423
AGP,Spain,EUM,PMI,Spain,EUM,709.1252080334393
AGP,Spain,EUM,STR,Germany,EUW,1738.8755252140077
AGP,Spain,EUM,TXL,Germany,EUW,2245.8757428290896
AGP,Spain,EUM,VIE,Austria,EUW,2135.4715513535475
ALC,Spain,EUM,DUS,Germany,EUW,1555.691392126249
ALC,Spain,EUM,FRA,Germany,EUW,1493.3251406766453
ALC,Spain,EUM,HAM,Germany,EUW,1886.6713070270282
ALC,Spain,EUM,MUC,Germany,EUW,1496.7518357124106
ALC,Spain,EUM,PMI,Spain,EUM,318.22965759048185
ALC,Spain,EUM,STR,Germany,EUW,1398.1437736873918
ALC,Spain,EUM,TXL,Germany,EUW,1913.2412063549577
ALC,Spain,EUM,ZRH,Switzerland,ENW,1260.382270612227
AMM,Jordan,MDA,FRA,Germany,EUW,3044.572187633481
AMM,Jordan,MDA,MUC,Germany,EUW,2747.1886210650086
AMM,Jordan,MDA,TXL,Germany,EUW,2952.5770041816177
AMM,Jordan,MDA,VIE,Austria,EUW,2448.553029009973
ARN,Sweden,EUW,TXL,Germany,EUW,838.7725042307765
ARN,Sweden,EUW,VIE,Austria,EUW,1286.341168912569
AUH,United Arab Emirates,MEA,BAH,Bahrain,MEA,452.4397768679102
AUH,United Arab Emirates,MEA,DUS,Germany,EUW,5026.281874743556
AUH,United Arab Emirates,MEA,FRA,Germany,EUW,4861.965408876578
AUH,United Arab Emirates,MEA,HKT,Thailand,ASE,4974.203053168721
AUH,United Arab Emirates,MEA,MUC,Germany,EUW,4580.000667052851
AUH,United Arab Emirates,MEA,PEK,China,CHN,5954.874637086611
AUH,United Arab Emirates,MEA,SIN,Singapore,ASE,5885.751281731438
AUH,United Arab Emirates,MEA,TXL,Germany,EUW,4663.662491053729
AYT,Turkey,MDA,CGN,Germany,EUW,2432.0838403573157
AYT,Turkey,MDA,DRS,Germany,EUW,2077.8303895635927
AYT,Turkey,MDA,DUS,Germany,EUW,2478.707588764987
AYT,Turkey,MDA,FMO,Germany,EUW,2475.730854651004
AYT,Turkey,MDA,HAM,Germany,EUW,2454.153749989482
AYT,Turkey,MDA,LEJ,Germany,EUW,2178.774336901762
AYT,Turkey,MDA,MUC,Germany,EUW,2000.9322732389014
AYT,Turkey,MDA,NUE,Germany,EUW,2114.0581404935124
AYT,Turkey,MDA,PAD,Germany,EUW,2390.2945901276926
AYT,Turkey,MDA,STR,Germany,EUW,2182.4093657479925
AYT,Turkey,MDA,TXL,Germany,EUW,2211.772563765338
BAH,Bahrain,MEA,AUH,United Arab Emirates,MEA,452.4397768679102
BCN,Spain,EUM,DUS,Germany,EUW,1167.4145868113608
BCN,Spain,EUM,TXL,Germany,EUW,1510.3937924556658
BCN,Spain,EUM,VIE,Austria,EUW,1369.6880011106848
BDS,Italy,EUM,MUC,Germany,EUW,984.6553463536986
BDS,Italy,EUM,ZRH,Switzerland,ENW,1064.7408432924565
BEG,Serbia,ENE,DUS,Germany,EUW,1234.1818432197506
BEG,Serbia,ENE,FRA,Germany,EUW,1054.577209630925
BEG,Serbia,ENE,STR,Germany,EUW,946.7758222097558
BEG,Serbia,ENE,TXL,Germany,EUW,1002.2191372252258
BIO,Spain,EUM,PMI,Spain,EUM,628.7551559502666
BKK,Thailand,ASE,CNX,Thailand,ASE,596.7081267163252
BNE,Australia,ANZ,SIN,Singapore,ASE,6142.693870648045
BRE,Germany,EUW,PMI,Spain,EUM,1569.542812884563
BRI,Italy,EUM,TXL,Germany,EUW,1296.7090758937484
BSL,France,EUM,CTA,Italy,EUM,1282.4972696827372
BSL,France,EUM,HER,Greece,EUM,1995.8880052584598
BSL,France,EUM,IBZ,Spain,EUM,1089.2243345661695
BSL,France,EUM,LHR,United Kingdom,ENW,719.6117216713399
BSL,France,EUM,LPA,Spain,EUM,2950.1491024826205
BSL,France,EUM,PMI,Spain,EUM,973.0880130018393
BSL,France,EUM,TFS,Spain,EUM,3009.5827962880553
BUD,Hungary,EUE,TXL,Germany,EUW,712.0171326317001
CAG,Italy,EUM,DUS,Germany,EUW,1350.30272067324
CAG,Italy,EUM,MUC,Germany,EUW,1035.4159180712684
CDG,France,EUM,VIE,Austria,EUW,1035.0912784581417
CFU,Greece,EUM,CGN,Germany,EUW,1597.9198065103762
CFU,Greece,EUM,DUS,Germany,EUW,1650.2252978704105
CFU,Greece,EUM,FMO,Germany,EUW,1679.7292158900398
CFU,Greece,EUM,FRA,Germany,EUW,1461.3579789433695
CFU,Greece,EUM,HAM,Germany,EUW,1730.4427612792865
CFU,Greece,EUM,MUC,Germany,EUW,1168.9012293807862
CFU,Greece,EUM,TXL,Germany,EUW,1527.145108309219
CFU,Greece,EUM,VIE,Austria,EUW,983.048666975522
CGN,Germany,EUW,ACE,Spain,EUM,2989.899466789639
CGN,Germany,EUW,AGP,Spain,EUM,1829.0832996012657
CGN,Germany,EUW,AYT,Turkey,MDA,2432.0838403573157
CGN,Germany,EUW,CFU,Greece,EUM,1597.9198065103762
CGN,Germany,EUW,CLY,France,EUM,935.9622649344591
CGN,Germany,EUW,FUE,Spain,EUM,3050.0103793232784
CGN,Germany,EUW,HRG,Egypt,AFN,3460.5520001955756
CGN,Germany,EUW,IBZ,Spain,EUM,1407.8434083066215
CGN,Germany,EUW,KGS,Greece,EUM,2224.4705164166426
CGN,Germany,EUW,LPA,Spain,EUM,3174.630453792128
CGN,Germany,EUW,MAH,Spain,EUM,1244.3895480199558
CGN,Germany,EUW,MUC,Germany,EUW,435.7003523737862
CGN,Germany,EUW,NBE,Tunisia,AFN,1665.5073811801715
CGN,Germany,EUW,OLB,Italy,EUM,1123.2838994811948
CGN,Germany,EUW,PMI,Spain,EUM,1303.9162441110568
CGN,Germany,EUW,SAW,Turkey,MDA,2030.3443296240857
CGN,Germany,EUW,TFS,Spain,EUM,3223.8573977667797
CGN,Germany,EUW,TXL,Germany,EUW,463.17545939967533
CHQ,Greece,EUM,VIE,Austria,EUW,1531.3954972543243
CLY,France,EUM,CGN,Germany,EUW,935.9622649344591
CLY,France,EUM,DUS,Germany,EUW,986.6059715608546
CLY,France,EUM,FMM,Germany,EUW,618.0347386347395
CLY,France,EUM,SZG,Austria,EUW,672.264031729181
CPH,Denmark,EUW,DUS,Germany,EUW,618.9910950747562
CPH,Denmark,EUW,PMI,Spain,EUM,1930.6097640726387
CPH,Denmark,EUW,TXL,Germany,EUW,342.53905508375703
CPH,Denmark,EUW,VIE,Austria,EUW,876.6409275831495
CTA,Italy,EUM,BSL,France,EUM,1282.4972696827372
CTA,Italy,EUM,DUS,Germany,EUW,1670.0090529248318
CTA,Italy,EUM,FRA,Germany,EUW,1490.147780631995
CTA,Italy,EUM,MUC,Germany,EUW,1239.3911035136673
CTA,Italy,EUM,STR,Germany,EUW,1334.165032140471
CTA,Italy,EUM,TXL,Germany,EUW,1683.9329879053187
CTA,Italy,EUM,ZRH,Switzerland,ENW,1232.477009919447
CUN,Mexico,MEX,DUS,Germany,EUW,8443.688832145648
CUR,Netherlands Antilles,EUW,DUS,Germany,EUW,7962.793038922351
DFW,United States,USA,FRA,Germany,EUW,8258.176123678457
DJE,Tunisia,AFN,DUS,Germany,EUW,1963.2661075100941
DJE,Tunisia,AFN,NUE,Germany,EUW,1737.4539013450415
DME,Russia,RUS,DUS,Germany,EUW,2098.1697369452195
DME,Russia,RUS,FRA,Germany,EUW,2046.7444910759953
DME,Russia,RUS,MUC,Germany,EUW,1942.0378368728018
DME,Russia,RUS,TXL,Germany,EUW,1631.4565496771038
DRS,Germany,EUW,AYT,Turkey,MDA,2077.8303895635927
DRS,Germany,EUW,DUS,Germany,EUW,487.7634701718005
DRS,Germany,EUW,HER,Greece,EUM,1979.2852076790766
DRS,Germany,EUW,HRG,Egypt,AFN,3151.9477996297824
DRS,Germany,EUW,NBE,Tunisia,AFN,1695.1157315942942
DRS,Germany,EUW,PMI,Spain,EUM,1545.885373937895
DRS,Germany,EUW,RHO,Greece,EUM,1993.2500931245684
DRS,Germany,EUW,TFS,Spain,EUM,3606.002250548393
DTM,Germany,EUW,PMI,Spain,EUM,1382.9114249228983
DUS,Germany,EUW,ACE,Spain,EUM,3006.7295248115224
DUS,Germany,EUW,AGP,Spain,EUM,1853.460617591597
DUS,Germany,EUW,ALC,Spain,EUM,1555.691392126249
DUS,Germany,EUW,AUH,United Arab Emirates,MEA,5026.281874743556
DUS,Germany,EUW,AYT,Turkey,MDA,2478.707588764987
DUS,Germany,EUW,BCN,Spain,EUM,1167.4145868113608
DUS,Germany,EUW,BEG,Serbia,ENE,1234.1818432197506
DUS,Germany,EUW,CAG,Italy,EUM,1350.30272067324
DUS,Germany,EUW,CFU,Greece,EUM,1650.2252978704105
DUS,Germany,EUW,CLY,France,EUM,986.6059715608546
DUS,Germany,EUW,CPH,Denmark,EUW,618.9910950747562
DUS,Germany,EUW,CTA,Italy,EUM,1670.0090529248318
DUS,Germany,EUW,CUN,Mexico,MEX,8443.688832145648
DUS,Germany,EUW,CUR,Netherlands Antilles,EUW,7962.793038922351
DUS,Germany,EUW,DJE,Tunisia,AFN,1963.2661075100941
DUS,Germany,EUW,DME,Russia,RUS,2098.1697369452195
DUS,Germany,EUW,DRS,Germany,EUW,487.7634701718005
DUS,Germany,EUW,FAO,Portugal,EUM,1967.2294732801493
DUS,Germany,EUW,FCO,Italy,EUM,1134.3181997815357
DUS,Germany,EUW,FLR,Italy,EUM,895.4875849034706
DUS,Germany,EUW,FNC,Portugal,EUM,2814.2517446748006
DUS,Germany,EUW,FUE,Spain,EUM,3066.919940557563
DUS,Germany,EUW,GCI,Guernsey,EUM,695.2590673231779
DUS,Germany,EUW,GWT,Germany,EUW,416.3802835270601
DUS,Germany,EUW,HAM,Germany,EUW,339.6239216641812
DUS,Germany,EUW,HEL,Finland,EUW,1507.7920460146881
DUS,Germany,EUW,HER,Greece,EUM,2302.8186577753218
DUS,Germany,EUW,HRG,Egypt,AFN,3510.7616123216685
DUS,Germany,EUW,IBZ,Spain,EUM,1443.1477219523222
DUS,Germany,EUW,JER,Jersey,EUM,677.4543297533486
DUS,Germany,EUW,JFK,United States,USA,6017.222999836399
DUS,Germany,EUW,KGS,Greece,EUM,2273.8385322993045
DUS,Germany,EUW,KVA,Greece,EUM,1787.6872510567987
DUS,Germany,EUW,LAX,United States,USA,9133.118279982042
DUS,Germany,EUW,LPA,Spain,EUM,3189.7952174017346
DUS,Germany,EUW,MAD,Spain,EUM,1441.2996839854331
DUS,Germany,EUW,MAH,Spain,EUM,1285.7877218666051
DUS,Germany,EUW,MIA,United States,USA,7603.568538419067
DUS,Germany,EUW,MJT,Greece,EUM,2053.6762107942777
DUS,Germany,EUW,MUC,Germany,EUW,485.82278259661393
DUS,Germany,EUW,MXP,Italy,EUM,645.5830196675819
DUS,Germany,EUW,NAP,Italy,EUM,1292.5700924063506
DUS,Germany,EUW,NBE,Tunisia,AFN,1716.6929651862665
DUS,Germany,EUW,NCE,France,EUM,849.2060731274169
DUS,Germany,EUW,NUE,Germany,EUW,364.67086675574745
DUS,Germany,EUW,OLB,Italy,EUM,1174.4896408013071
DUS,Germany,EUW,ORD,United States,USA,6788.404223746139
DUS,Germany,EUW,PDL,Portugal,EUM,2947.3479867272526
DUS,Germany,EUW,PMI,Spain,EUM,1341.9749996893797
DUS,Germany,EUW,POP,Dominican Republic,LAM,7435.671481838972
DUS,Germany,EUW,PUJ,Dominican Republic,LAM,7381.574228928272
DUS,Germany,EUW,PVK,Greece,EUM,1753.5985621978386
DUS,Germany,EUW,RHO,Greece,EUM,2362.9732350605864
DUS,Germany,EUW,RIX,Latvia,EUE,1279.605504167313
DUS,Germany,EUW,RMF,Egypt,AFN,3704.7900823707055
DUS,Germany,EUW,RSW,United States,USA,7640.482294569815
DUS,Germany,EUW,SAW,Turkey,MDA,2073.9153722525757
DUS,Germany,EUW,SKG,Greece,EUM,1726.6366258272408
DUS,Germany,EUW,SMI,Greece,EUM,2186.424110643425
DUS,Germany,EUW,SPC,Spain,EUM,3242.3149993881857
DUS,Germany,EUW,STN,United Kingdom,ENW,455.9389108024336
DUS,Germany,EUW,STR,Germany,EUW,338.13335078162464
DUS,Germany,EUW,SZG,Austria,EUW,594.351078580729
DUS,Germany,EUW,TFS,Spain,EUM,3237.2164688837242
DUS,Germany,EUW,TLV,Israel,MDA,3135.295158158347
DUS,Germany,EUW,TXL,Germany,EUW,468.74497703443046
DUS,Germany,EUW,VCE,Italy,EUM,763.4988855573005
DUS,Germany,EUW,VIE,Austria,EUW,787.8231750588685
DUS,Germany,EUW,VRA,Cuba,LAM,7909.567044205669
DUS,Germany,EUW,ZRH,Switzerland,ENW,444.407164773976
DUS,Germany,EUW,ZTH,Greece,EUM,1868.9918273331207
FAO,Portugal,EUM,DUS,Germany,EUW,1967.2294732801493
FAO,Portugal,EUM,HAM,Germany,EUW,2306.3947044180613
FAO,Portugal,EUM,MUC,Germany,EUW,2038.2130410078807
FAO,Portugal,EUM,PMI,Spain,EUM,975.3032092995411
FAO,Portugal,EUM,TXL,Germany,EUW,2390.950623229912
FCO,Italy,EUM,DUS,Germany,EUW,1134.3181997815357
FCO,Italy,EUM,TXL,Germany,EUW,1198.9815450253593
FCO,Italy,EUM,VIE,Austria,EUW,779.704109590334
FDH,Germany,EUW,IBZ,Spain,EUM,1178.0577628062865
FDH,Germany,EUW,PMI,Spain,EUM,1053.7753989060272
FKB,Germany,EUW,PMI,Spain,EUM,1110.3125995212615
FKB,Germany,EUW,TXL,Germany,EUW,557.7114041485268
FLR,Italy,EUM,DUS,Germany,EUW,895.4875849034706
FLR,Italy,EUM,STR,Germany,EUW,563.5850036855298
FLR,Italy,EUM,VIE,Austria,EUW,632.6112977947911
FMM,Germany,EUW,CLY,France,EUM,618.0347386347395
FMO,Germany,EUW,AYT,Turkey,MDA,2475.730854651004
FMO,Germany,EUW,CFU,Greece,EUM,1679.7292158900398
FMO,Germany,EUW,IBZ,Spain,EUM,1553.0361815133886
FMO,Germany,EUW,PMI,Spain,EUM,1449.7918746135108
FNC,Portugal,EUM,DUS,Germany,EUW,2814.2517446748006
FNC,Portugal,EUM,LEJ,Germany,EUW,3136.7625989129374
FNC,Portugal,EUM,MUC,Germany,EUW,2947.881924593511
FNC,Portugal,EUM,TXL,Germany,EUW,3262.866153729361
FNC,Portugal,EUM,VIE,Austria,EUW,3264.8720899879877
FNC,Portugal,EUM,ZRH,Switzerland,ENW,2688.0863256636267
FRA,Germany,EUW,ALC,Spain,EUM,1493.3251406766453
FRA,Germany,EUW,AMM,Jordan,MDA,3044.572187633481
FRA,Germany,EUW,AUH,United Arab Emirates,MEA,4861.965408876578
FRA,Germany,EUW,BEG,Serbia,ENE,1054.577209630925
FRA,Germany,EUW,CFU,Greece,EUM,1461.3579789433695
FRA,Germany,EUW,CTA,Italy,EUM,1490.147780631995
FRA,Germany,EUW,DFW,United States,USA,8258.176123678457
FRA,Germany,EUW,DME,Russia,RUS,2046.7444910759953
FRA,Germany,EUW,GCI,Guernsey,EUM,804.9536421090606
FRA,Germany,EUW,HEL,Finland,EUW,1537.937860861014
FRA,Germany,EUW,IBZ,Spain,EUM,1364.6159606010492
FRA,Germany,EUW,LCY,United Kingdom,ENW,620.3921096414854
FRA,Germany,EUW,LHR,United Kingdom,ENW,654.759596671906
FRA,Germany,EUW,MAD,Spain,EUM,1422.0506123137336
FRA,Germany,EUW,PMI,Spain,EUM,1252.0946029900958
FRA,Germany,EUW,RIX,Latvia,EUE,1270.2343723233932
FRA,Germany,EUW,TXL,Germany,EUW,431.6824705951403
FRA,Germany,EUW,VIE,Austria,EUW,620.3131301170058
FUE,Spain,EUM,CGN,Germany,EUW,3050.0103793232784
FUE,Spain,EUM,DUS,Germany,EUW,3066.919940557563
FUE,Spain,EUM,HAM,Germany,EUW,3406.0377624310986
FUE,Spain,EUM,LEJ,Germany,EUW,3351.4853110121535
FUE,Spain,EUM,MUC,Germany,EUW,3116.7337090445776
FUE,Spain,EUM,NUE,Germany,EUW,3152.7262099833815
FUE,Spain,EUM,SZG,Austria,EUW,3155.8489597089037
FUE,Spain,EUM,TXL,Germany,EUW,3487.447779644435
FUE,Spain,EUM,VIE,Austria,EUW,3401.402076227516
FUE,Spain,EUM,ZRH,Switzerland,ENW,2865.437402429034
GCI,Guernsey,EUM,DUS,Germany,EUW,695.2590673231779
GCI,Guernsey,EUM,JER,Jersey,EUM,38.80134579162523
GDN,Poland,EUE,TXL,Germany,EUW,397.78660739676957
GOT,Sweden,EUW,TXL,Germany,EUW,571.0311720813202
GRZ,Austria,EUW,HER,Greece,EUM,1528.1064161351385
GRZ,Austria,EUW,PMI,Spain,EUM,1316.890829496001
GRZ,Austria,EUW,TFS,Spain,EUM,3482.641489947862
GRZ,Austria,EUW,TXL,Germany,EUW,638.1120376968382
GVA,Switzerland,ENW,MAD,Spain,EUM,1009.9401916228253
GWT,Germany,EUW,DUS,Germany,EUW,416.3802835270601
GWT,Germany,EUW,MUC,Germany,EUW,766.92114904638
GWT,Germany,EUW,STR,Germany,EUW,694.6337192532313
GWT,Germany,EUW,TXL,Germany,EUW,417.3996216637877
GWT,Germany,EUW,ZRH,Switzerland,ENW,828.3622492423098
HAJ,Germany,EUW,IBZ,Spain,EUM,1640.6116134080721
HAJ,Germany,EUW,JER,Jersey,EUM,907.9836098340937
HAJ,Germany,EUW,LHR,United Kingdom,ENW,703.2419567923099
HAJ,Germany,EUW,PMI,Spain,EUM,1530.694491493166
HAJ,Germany,EUW,STR,Germany,EUW,420.60934541452065
HAJ,Germany,EUW,VIE,Austria,EUW,687.4071722284565
HAM,Germany,EUW,ACE,Spain,EUM,3345.8240574163938
HAM,Germany,EUW,AGP,Spain,EUM,2191.7065924337294
HAM,Germany,EUW,ALC,Spain,EUM,1886.6713070270282
HAM,Germany,EUW,AYT,Turkey,MDA,2454.153749989482
HAM,Germany,EUW,CFU,Greece,EUM,1730.4427612792865
HAM,Germany,EUW,DUS,Germany,EUW,339.6239216641812
HAM,Germany,EUW,FAO,Portugal,EUM,2306.3947044180613
HAM,Germany,EUW,FUE,Spain,EUM,3406.0377624310986
HAM,Germany,EUW,HEL,Finland,EUW,1168.6014249418804
HAM,Germany,EUW,HER,Greece,EUM,2352.9636711125427
HAM,Germany,EUW,IBZ,Spain,EUM,1766.5513631218842
HAM,Germany,EUW,KGS,Greece,EUM,2289.3179670755508
HAM,Germany,EUW,LHR,United Kingdom,ENW,745.4433932249112
HAM,Germany,EUW,LPA,Spain,EUM,3528.12455546645
HAM,Germany,EUW,MUC,Germany,EUW,600.0197948113638
HAM,Germany,EUW,NUE,Germany,EUW,465.5440748643671
HAM,Germany,EUW,OLB,Italy,EUM,1416.1375123891614
HAM,Germany,EUW,PMI,Spain,EUM,1658.5016376331082
HAM,Germany,EUW,RIX,Latvia,EUE,956.1705855896327
HAM,Germany,EUW,SKG,Greece,EUM,1752.3639144187766
HAM,Germany,EUW,STR,Germany,EUW,551.9424771472795
HAM,Germany,EUW,SZG,Austria,EUW,682.7533362830999
HAM,Germany,EUW,TFS,Spain,EUM,3574.371210992149
HAM,Germany,EUW,VIE,Austria,EUW,767.4636458170978
HEL,Finland,EUW,DUS,Germany,EUW,1507.7920460146881
HEL,Finland,EUW,FRA,Germany,EUW,1537.937860861014
HEL,Finland,EUW,HAM,Germany,EUW,1168.6014249418804
HEL,Finland,EUW,MUC,Germany,EUW,1574.5397290719525
HEL,Finland,EUW,TXL,Germany,EUW,1118.843026440337
HEL,Finland,EUW,VIE,Austria,EUW,1460.2239086768595
HEL,Finland,EUW,ZRH,Switzerland,ENW,1778.188796495141
HER,Greece,EUM,BSL,France,EUM,1995.8880052584598
HER,Greece,EUM,DRS,Germany,EUW,1979.2852076790766
HER,Greece,EUM,DUS,Germany,EUW,2302.8186577753218
HER,Greece,EUM,GRZ,Austria,EUW,1528.1064161351385
HER,Greece,EUM,HAM,Germany,EUW,2352.9636711125427
HER,Greece,EUM,LEJ,Germany,EUW,2064.9835955331387
HER,Greece,EUM,LNZ,Austria,EUW,1695.0174706814323
HER,Greece,EUM,MUC,Germany,EUW,1817.8173947989694
HER,Greece,EUM,NUE,Germany,EUW,1947.2446671280222
HER,Greece,EUM,SZG,Austria,EUW,1711.2613614259178
HER,Greece,EUM,TXL,Germany,EUW,2131.953309907375
HER,Greece,EUM,VIE,Austria,EUW,1587.297300059063
HER,Greece,EUM,ZRH,Switzerland,ENW,1926.6443149130082
HKT,Thailand,ASE,AUH,United Arab Emirates,MEA,4974.203053168721
HKT,Thailand,ASE,BKK,Thailand,ASE,673.5405578080733
HRG,Egypt,AFN,CGN,Germany,EUW,3460.5520001955756
HRG,Egypt,AFN,DRS,Germany,EUW,3151.9477996297824
HRG,Egypt,AFN,DUS,Germany,EUW,3510.7616123216685
HRG,Egypt,AFN,LEJ,Germany,EUW,3246.2407988306736
HRG,Egypt,AFN,NUE,Germany,EUW,3150.041200092606
HRG,Egypt,AFN,TXL,Germany,EUW,3295.334690178218
IBZ,Spain,EUM,BSL,France,EUM,1089.2243345661695
IBZ,Spain,EUM,CGN,Germany,EUW,1407.8434083066215
IBZ,Spain,EUM,DUS,Germany,EUW,1443.1477219523222
IBZ,Spain,EUM,FDH,Germany,EUW,1178.0577628062865
IBZ,Spain,EUM,FMO,Germany,EUW,1553.0361815133886
IBZ,Spain,EUM,FRA,Germany,EUW,1364.6159606010492
IBZ,Spain,EUM,HAJ,Germany,EUW,1640.6116134080721
IBZ,Spain,EUM,HAM,Germany,EUW,1766.5513631218842
IBZ,Spain,EUM,MUC,Germany,EUW,1344.3444292215988
IBZ,Spain,EUM,NUE,Germany,EUW,1409.8058391886068
IBZ,Spain,EUM,PAD,Germany,EUW,1524.1988735707982
IBZ,Spain,EUM,PMI,Spain,EUM,139.78715213718831
IBZ,Spain,EUM,STR,Germany,EUW,1258.841975560427
IBZ,Spain,EUM,TXL,Germany,EUW,1775.755524063236
IBZ,Spain,EUM,ZRH,Switzerland,ENW,1117.5379857299679
INN,Austria,EUW,PMI,Spain,EUM,1102.1912855204891
JER,Jersey,EUM,DUS,Germany,EUW,677.4543297533486
JER,Jersey,EUM,FRA,Germany,EUW,780.2765421823339
JER,Jersey,EUM,HAJ,Germany,EUW,907.9836098340937
JER,Jersey,EUM,STR,Germany,EUW,834.9529866298516
JFK,United States,USA,DUS,Germany,EUW,6017.222999836399
JFK,United States,USA,TXL,Germany,EUW,6367.7402972419895
JMK,Greece,EUM,VIE,Austria,EUW,1384.4355821551364
JTR,Greece,EUM,VIE,Austria,EUW,1492.1289160239298
KGD,Russia,RUS,TXL,Germany,EUW,545.6147361773948
KGS,Greece,EUM,CGN,Germany,EUW,2224.4705164166426
KGS,Greece,EUM,DUS,Germany,EUW,2273.8385322993045
KGS,Greece,EUM,HAM,Germany,EUW,2289.3179670755508
KGS,Greece,EUM,LEJ,Germany,EUW,2005.0499937164604
KGS,Greece,EUM,MUC,Germany,EUW,1788.864346567482
KGS,Greece,EUM,TXL,Germany,EUW,2057.248580760667
KLX,Greece,EUM,VIE,Austria,EUW,1305.6624807466953
KRK,Poland,EUE,TXL,Germany,EUW,528.8887632326315
KVA,Greece,EUM,DUS,Germany,EUW,1787.6872510567987
KVA,Greece,EUM,MUC,Germany,EUW,1306.8404849854644
LAX,United States,USA,DUS,Germany,EUW,9133.118279982042
LCA,Cyprus,EUM,VIE,Austria,EUW,2036.4285665341586
LCY,United Kingdom,ENW,FRA,Germany,EUW,620.3921096414854
LCY,United Kingdom,ENW,ZRH,Switzerland,ENW,759.7016521989095
LED,Russia,RUS,TXL,Germany,EUW,1317.2145795394117
LEI,Spain,EUM,PMI,Spain,EUM,538.3454229999285
LEJ,Germany,EUW,ACE,Spain,EUM,3291.829839518042
LEJ,Germany,EUW,AYT,Turkey,MDA,2178.774336901762
LEJ,Germany,EUW,FNC,Portugal,EUM,3136.7625989129374
LEJ,Germany,EUW,FUE,Spain,EUM,3351.4853110121535
LEJ,Germany,EUW,HER,Greece,EUM,2064.9835955331387
LEJ,Germany,EUW,HRG,Egypt,AFN,3246.2407988306736
LEJ,Germany,EUW,KGS,Greece,EUM,2005.0499937164604
LEJ,Germany,EUW,PMI,Spain,EUM,1510.6909051874493
LEJ,Germany,EUW,TFS,Spain,EUM,3537.3222628011604
LGW,United Kingdom,ENW,SZG,Austria,EUW,1022.0177049923518
LHR,United Kingdom,ENW,BSL,France,EUM,719.6117216713399
LHR,United Kingdom,ENW,FRA,Germany,EUW,654.759596671906
LHR,United Kingdom,ENW,HAJ,Germany,EUW,703.2419567923099
LHR,United Kingdom,ENW,HAM,Germany,EUW,745.4433932249112
LHR,United Kingdom,ENW,MUC,Germany,EUW,941.580211243619
LHR,United Kingdom,ENW,ORY,France,EUM,366.53898946650355
LHR,United Kingdom,ENW,STR,Germany,EUW,756.2531171470504
