source,source_country,source_region,destination,destination_country,destination_region,distance_km
ORY,France,EUM,FAO,Portugal,EUM,1547.959552244976
ORY,France,EUM,FCO,Italy,EUM,1088.2969283901818
ORY,France,EUM,GVA,Switzerland,ENW,393.50690565606465
ORY,France,EUM,LIN,Italy,EUM,636.4680649834
ORY,France,EUM,NAP,Italy,EUM,1278.878896651104
ORY,France,EUM,NCE,France,EUM,674.8023266453686
ORY,France,EUM,PMO,Italy,EUM,1454.0745903460663
ORY,France,EUM,PSA,Italy,EUM,832.4247397062085
ORY,France,EUM,SXF,Germany,EUW,884.7676666471132
ORY,France,EUM,TLS,France,EUM,571.8099541666348
ORY,France,EUM,VCE,Italy,EUM,834.3136325819167
OTP,Romania,EUE,LGW,United Kingdom,ENW,2078.638862480504
OVD,Spain,EUM,STN,United Kingdom,ENW,1036.4351122354362
PFO,Cyprus,EUM,BRS,United Kingdom,ENW,3359.417300418027
PFO,Cyprus,EUM,EDI,United Kingdom,ENW,3595.983826286571
PFO,Cyprus,EUM,LGW,United Kingdom,ENW,3185.7863759861125
PFO,Cyprus,EUM,LTN,United Kingdom,ENW,3228.3942115321925
PFO,Cyprus,EUM,MAN,United Kingdom,ENW,3411.642346129925
PMI,Spain,EUM,BFS,United Kingdom,ENW,1807.8234001178355
PMI,Spain,EUM,BRS,United Kingdom,ENW,1381.7033380344487
PMI,Spain,EUM,BSL,France,EUM,973.0880130018393
PMI,Spain,EUM,EDI,United Kingdom,ENW,1877.9828198068533
PMI,Spain,EUM,GLA,United Kingdom,ENW,1889.9439381299676
PMI,Spain,EUM,GVA,Switzerland,ENW,792.3610894639518
PMI,Spain,EUM,HAM,Germany,EUW,1658.5016376331082
PMI,Spain,EUM,LGW,United Kingdom,ENW,1309.3378474217136
PMI,Spain,EUM,LPL,United Kingdom,ENW,1589.949022996936
PMI,Spain,EUM,LTN,United Kingdom,ENW,1390.9907802913194
PMI,Spain,EUM,MAN,United Kingdom,ENW,1581.0523650059574
PMI,Spain,EUM,MXP,Italy,EUM,834.499966080512
PMI,Spain,EUM,NCL,United Kingdom,ENW,1753.170702176829
PMI,Spain,EUM,SEN,United Kingdom,ENW,1345.8195834524797
PMI,Spain,EUM,STN,United Kingdom,ENW,1384.8869564573065
PMI,Spain,EUM,SXF,Germany,EUW,1648.0596548917802
PMO,Italy,EUM,FCO,Italy,EUM,409.4810880623529
PMO,Italy,EUM,LGW,United Kingdom,ENW,1778.46436763901
PMO,Italy,EUM,MXP,Italy,EUM,903.7769492370728
PMO,Italy,EUM,ORY,France,EUM,1454.0745903460663
PRG,Czech Republic,EUE,AMS,Netherlands,EUW,705.0079806538921
PRG,Czech Republic,EUE,BRS,United Kingdom,ENW,1200.4780399982287
PRG,Czech Republic,EUE,CDG,France,EUM,852.3710112360449
PRG,Czech Republic,EUE,EDI,United Kingdom,ENW,1341.2881695675458
PRG,Czech Republic,EUE,FCO,Italy,EUM,936.0123537136265
PRG,Czech Republic,EUE,LGW,United Kingdom,ENW,1024.2999319092826
PRG,Czech Republic,EUE,MAN,United Kingdom,ENW,1191.7256829631121
PRG,Czech Republic,EUE,MXP,Italy,EUM,645.6689785841492
PRG,Czech Republic,EUE,STN,United Kingdom,ENW,999.7596955110675
PRN,Serbia,ENE,BSL,France,EUM,1195.9666139583173
PRN,Serbia,ENE,GVA,Switzerland,ENW,1251.5518339473267
PSA,Italy,EUM,BRS,United Kingdom,ENW,1301.0892862301687
PSA,Italy,EUM,LGW,United Kingdom,ENW,1147.9897418027194
PSA,Italy,EUM,LTN,United Kingdom,ENW,1212.3941256953433
PSA,Italy,EUM,ORY,France,EUM,832.4247397062085
PSA,Italy,EUM,SXF,Germany,EUW,994.3236699422165
RAK,Morocco,AFN,BOD,France,EUM,1601.5491389015756
RAK,Morocco,AFN,BRS,United Kingdom,ENW,2241.641046846053
RAK,Morocco,AFN,BSL,France,EUM,2212.9883094563447
RAK,Morocco,AFN,CDG,France,EUM,2128.6290247139127
RAK,Morocco,AFN,GVA,Switzerland,ENW,2029.0672114192564
RAK,Morocco,AFN,LGW,United Kingdom,ENW,2266.2229928509064
RAK,Morocco,AFN,LYS,France,EUM,1933.9622665639297
RAK,Morocco,AFN,MAN,United Kingdom,ENW,2461.911118419872
RAK,Morocco,AFN,MXP,Italy,EUM,2125.0887743851886
RAK,Morocco,AFN,NCE,France,EUM,1891.3362802064544
RAK,Morocco,AFN,STN,United Kingdom,ENW,2353.2855953892085
RAK,Morocco,AFN,SXF,Germany,EUW,2893.5618176693274
RAK,Morocco,AFN,TLS,France,EUM,1570.0146953799003
RHO,Greece,EUM,LGW,United Kingdom,ENW,2771.96461655434
RHO,Greece,EUM,LPL,United Kingdom,ENW,3040.0287364145724
SCQ,Spain,EUM,BSL,France,EUM,1349.8431682043752
SCQ,Spain,EUM,GVA,Switzerland,ENW,1207.0360695465508
SCQ,Spain,EUM,LGW,United Kingdom,ENW,1107.8245593170739
SEN,United Kingdom,ENW,AGP,Spain,EUM,1706.4186052771124
SEN,United Kingdom,ENW,ALC,Spain,EUM,1480.925225401414
SEN,United Kingdom,ENW,AMS,Netherlands,EUW,290.6368776969084
SEN,United Kingdom,ENW,BCN,Spain,EUM,1147.2980319569508
SEN,United Kingdom,ENW,EDI,United Kingdom,ENW,555.2560562079815
SEN,United Kingdom,ENW,FAO,Portugal,EUM,1756.4094005188826
SEN,United Kingdom,ENW,GVA,Switzerland,ENW,712.4722472963213
SEN,United Kingdom,ENW,IBZ,Spain,EUM,1412.989255520572
SEN,United Kingdom,ENW,JER,Jersey,EUM,333.22559269849836
SEN,United Kingdom,ENW,KRK,Poland,EUE,1347.1853710700095
SEN,United Kingdom,ENW,PMI,Spain,EUM,1345.8195834524797
SEN,United Kingdom,ENW,SXF,Germany,EUW,882.000597394338
SEN,United Kingdom,ENW,VCE,Italy,EUM,1089.3601457590346
SKG,Greece,EUM,BSL,France,EUM,1459.1069405323083
SKG,Greece,EUM,FCO,Italy,EUM,909.0296247155608
SKG,Greece,EUM,LGW,United Kingdom,ENW,2134.304251227802
SKG,Greece,EUM,MAN,United Kingdom,ENW,2368.650657492288
SKG,Greece,EUM,SXF,Germany,EUW,1501.4979700462789
SOF,Bulgaria,EUE,LGW,United Kingdom,ENW,2011.4139428543779
SOF,Bulgaria,EUE,MAN,United Kingdom,ENW,2229.3046859503506
SOF,Bulgaria,EUE,STN,United Kingdom,ENW,2011.7498296511287
SOF,Bulgaria,EUE,SXF,Germany,EUW,1305.2414036766745
SPU,Croatia,EUE,BSL,France,EUM,817.0969747722744
SPU,Croatia,EUE,GVA,Switzerland,ENW,856.1958296616637
SPU,Croatia,EUE,LGW,United Kingdom,ENW,1497.7320835877474
SSH,Egypt,AFN,LGW,United Kingdom,ENW,3866.395415205113
SSH,Egypt,AFN,LTN,United Kingdom,ENW,3916.1460849950863
SSH,Egypt,AFN,MAN,United Kingdom,ENW,4108.3466118925235
SSH,Egypt,AFN,MXP,Italy,EUM,2988.67365845647
SSH,Egypt,AFN,STN,United Kingdom,ENW,3880.682429863207
STN,United Kingdom,ENW,AGP,Spain,EUM,1731.8241103691485
STN,United Kingdom,ENW,AMS,Netherlands,EUW,312.8813050961355
STN,United Kingdom,ENW,BFS,United Kingdom,ENW,527.9187528958962
STN,United Kingdom,ENW,BIO,Spain,EUM,982.9540101342147
STN,United Kingdom,ENW,BJV,Turkey,MDA,2687.7589351545626
STN,United Kingdom,ENW,CAG,Italy,EUM,1560.8811441579737
STN,United Kingdom,ENW,CPH,Denmark,EUW,914.316611784537
STN,United Kingdom,ENW,DBV,Croatia,EUE,1703.7206925209932
STN,United Kingdom,ENW,DLM,Turkey,MDA,2800.333321476824
STN,United Kingdom,ENW,EDI,United Kingdom,ENW,509.8594000982927
STN,United Kingdom,ENW,GLA,United Kingdom,ENW,538.4050805621997
STN,United Kingdom,ENW,IBZ,Spain,EUM,1449.559625153434
STN,United Kingdom,ENW,LJU,Slovenia,EUE,1209.5137992616342
STN,United Kingdom,ENW,LYS,France,EUM,770.9768381518701
STN,United Kingdom,ENW,MUC,Germany,EUW,911.0073919009368
STN,United Kingdom,ENW,NAP,Italy,EUM,1624.7116943363449
STN,United Kingdom,ENW,NCE,France,EUM,1051.94582647623
STN,United Kingdom,ENW,OVD,Spain,EUM,1036.4351122354362
STN,United Kingdom,ENW,PMI,Spain,EUM,1384.8869564573065
STN,United Kingdom,ENW,PRG,Czech Republic,EUE,999.7596955110675
STN,United Kingdom,ENW,RAK,Morocco,AFN,2353.2855953892085
STN,United Kingdom,ENW,SOF,Bulgaria,EUE,2011.7498296511287
STN,United Kingdom,ENW,SSH,Egypt,AFN,3880.682429863207
SUF,Italy,EUM,MXP,Italy,EUM,969.4031117258054
SVQ,Spain,EUM,BSL,France,EUM,1573.614338052849
SVQ,Spain,EUM,GVA,Switzerland,ENW,1393.750772825165
SVQ,Spain,EUM,LGW,United Kingdom,ENW,1591.5585378983583
SXB,France,EUM,LGW,United Kingdom,ENW,630.8486210498826
SXF,Germany,EUW,AGA,Morocco,AFN,3083.177138240527
SXF,Germany,EUW,AGP,Spain,EUM,2243.262339463611
SXF,Germany,EUW,AMS,Netherlands,EUW,594.6675540659292
SXF,Germany,EUW,ATH,Greece,EUM,1797.7629958304549
SXF,Germany,EUW,BCN,Spain,EUM,1504.8782666356728
SXF,Germany,EUW,BRS,United Kingdom,ENW,1117.9336284432732
SXF,Germany,EUW,BRU,Belgium,EUW,644.510673175329
SXF,Germany,EUW,BSL,France,EUM,683.1138515101622
SXF,Germany,EUW,BUD,Hungary,EUE,686.4795541096972
SXF,Germany,EUW,CAG,Italy,EUM,1499.5884374344566
SXF,Germany,EUW,CPH,Denmark,EUW,364.45731998171743
SXF,Germany,EUW,EDI,United Kingdom,ENW,1165.7006581395028
SXF,Germany,EUW,FCO,Italy,EUM,1180.3674030239854
SXF,Germany,EUW,GLA,United Kingdom,ENW,1228.5963512995795
SXF,Germany,EUW,GVA,Switzerland,ENW,868.1291637880112
SXF,Germany,EUW,HER,Greece,EUM,2106.655128468502
SXF,Germany,EUW,LGW,United Kingdom,ENW,952.1027373465324
SXF,Germany,EUW,LIS,Portugal,EUM,2305.4229101087553
SXF,Germany,EUW,LPL,United Kingdom,ENW,1101.8921910802853
SXF,Germany,EUW,LTN,United Kingdom,ENW,948.4348314513433
SXF,Germany,EUW,LYS,France,EUM,960.9419776347012
SXF,Germany,EUW,MAD,Spain,EUM,1853.2991036296296
SXF,Germany,EUW,MAN,United Kingdom,ENW,1063.708898276544
SXF,Germany,EUW,MXP,Italy,EUM,827.5298284392532
SXF,Germany,EUW,NAP,Italy,EUM,1279.4002217040445
SXF,Germany,EUW,NCE,France,EUM,1076.2914091760904
SXF,Germany,EUW,OLB,Italy,EUM,1312.2355872258975
SXF,Germany,EUW,ORY,France,EUM,884.7676666471132
SXF,Germany,EUW,PMI,Spain,EUM,1648.0596548917802
SXF,Germany,EUW,PSA,Italy,EUM,994.3236699422165
SXF,Germany,EUW,RAK,Morocco,AFN,2893.5618176693274
SXF,Germany,EUW,SEN,United Kingdom,ENW,882.000597394338
SXF,Germany,EUW,SKG,Greece,EUM,1501.4979700462789
SXF,Germany,EUW,SOF,Bulgaria,EUE,1305.2414036766745
SXF,Germany,EUW,SZG,Austria,EUW,511.35231027330656
SXF,Germany,EUW,TFS,Spain,EUM,3671.1659965598074
SXF,Germany,EUW,TLV,Israel,MDA,2845.520048085857
SXF,Germany,EUW,VCE,Italy,EUM,769.1695939977325
SZG,Austria,EUW,SXF,Germany,EUW,511.35231027330656
TFS,Spain,EUM,BRS,United Kingdom,ENW,2841.7647481306453
TFS,Spain,EUM,BSL,France,EUM,3009.5827962880553
TFS,Spain,EUM,CDG,France,EUM,2846.5343955374556
TFS,Spain,EUM,EDI,United Kingdom,ENW,3276.2575957899535
TFS,Spain,EUM,GVA,Switzerland,ENW,2832.3422605556666
TFS,Spain,EUM,LGW,United Kingdom,ENW,2912.4264068574744
TFS,Spain,EUM,MAN,United Kingdom,ENW,3048.3755793919704
TFS,Spain,EUM,SXF,Germany,EUW,3671.1659965598074
TLL,Estonia,EUE,LGW,United Kingdom,ENW,1815.9476278947993
TLS,France,EUM,BIA,France,EUM,669.8434442612527
TLS,France,EUM,BRS,United Kingdom,ENW,914.7114514488928
TLS,France,EUM,BRU,Belgium,EUW,842.0258838426323
TLS,France,EUM,BSL,France,EUM,650.754817418256
TLS,France,EUM,CDG,France,EUM,605.5086585177064
TLS,France,EUM,FCO,Italy,EUM,910.7317616315759
TLS,France,EUM,GVA,Switzerland,ENW,472.8086128303452
TLS,France,EUM,LGW,United Kingdom,ENW,844.1676039389906
TLS,France,EUM,LIL,France,EUM,781.9457551575232
TLS,France,EUM,LYS,France,EUM,375.0713844623203
TLS,France,EUM,NCE,France,EUM,470.80276024974097
TLS,France,EUM,NTE,France,EUM,455.4476693315927
TLS,France,EUM,ORY,France,EUM,571.8099541666348
TLS,France,EUM,RAK,Morocco,AFN,1570.0146953799003
TLV,Israel,MDA,BSL,France,EUM,2883.6795163683546
TLV,Israel,MDA,FCO,Italy,EUM,2279.0302126474267
TLV,Israel,MDA,GVA,Switzerland,ENW,2918.536933524207
TLV,Israel,MDA,LGW,United Kingdom,ENW,3557.23219850193
TLV,Israel,MDA,LTN,United Kingdom,ENW,3600.785302518669
TLV,Israel,MDA,MAN,United Kingdom,ENW,3785.059516938826
TLV,Israel,MDA,MXP,Italy,EUM,2705.947738261957
TLV,Israel,MDA,SXF,Germany,EUW,2845.520048085857
VCE,Italy,EUM,BSL,France,EUM,435.49123591591814
VCE,Italy,EUM,CDG,France,EUM,835.342209421177
VCE,Italy,EUM,GVA,Switzerland,ENW,490.0231500054691
VCE,Italy,EUM,HAM,Germany,EUW,919.2720675815303
VCE,Italy,EUM,LGW,United Kingdom,ENW,1117.2585839002445
VCE,Italy,EUM,LTN,United Kingdom,ENW,1169.193885514523
VCE,Italy,EUM,LYS,France,EUM,565.8395778993354
VCE,Italy,EUM,MAN,United Kingdom,ENW,1366.797698557415
VCE,Italy,EUM,NAP,Italy,EUM,537.1054064930075
VCE,Italy,EUM,NCE,France,EUM,455.5463569179543
VCE,Italy,EUM,ORY,France,EUM,834.3136325819167
VCE,Italy,EUM,SEN,United Kingdom,ENW,1089.3601457590346
VCE,Italy,EUM,SXF,Germany,EUW,769.1695939977325
VIE,Austria,EUW,LGW,United Kingdom,ENW,1250.3849560199476
VLC,Spain,EUM,LGW,United Kingdom,ENW,1296.5969411010171
VRN,Italy,EUM,LGW,United Kingdom,ENW,1038.071917397306
ZAG,Croatia,EUE,LGW,United Kingdom,ENW,1337.498450281197
ZRH,Switzerland,ENW,LGW,United Kingdom,ENW,753.706766084737
ZRH,Switzerland,ENW,LTN,United Kingdom,ENW,806.7002124599265
ZTH,Greece,EUM,LGW,United Kingdom,ENW,2225.413602994727
AER,Russia,RUS,DME,Russia,RUS,1337.8570384157053
AER,Russia,RUS,LBD,Tajikistan,ASC,2476.4963425676697
AER,Russia,RUS,SVX,Russia,RUS,2080.640834937522
ATH,Greece,EUM,KRR,Russia,RUS,1490.1438040637252
BUD,Hungary,EUE,KRR,Russia,RUS,1549.9220331138224
BUD,Hungary,EUE,ROV,Russia,RUS,1548.8479431551639
CDG,France,EUM,SVX,Russia,RUS,3877.009733331549
CEK,Russia,RUS,DME,Russia,RUS,1484.4344504464368
CEK,Russia,RUS,DWC,United Arab Emirates,MEA,3420.934749784293
CEK,Russia,RUS,DYU,Tajikistan,ASC,1942.4856330637353
CEK,Russia,RUS,LBD,Tajikistan,ASC,1783.2724086890871
CEK,Russia,RUS,NMA,Uzbekistan,ASC,1754.3329208541174
CEK,Russia,RUS,OSS,Kyrgyzstan,ASC,1832.4662497319812
CEK,Russia,RUS,PRG,Czech Republic,EUE,3171.4661936789093
CEK,Russia,RUS,TAS,Uzbekistan,ASC,1662.234408264739
CGN,Germany,EUW,DME,Russia,RUS,2094.6140097807393
DME,Russia,RUS,AER,Russia,RUS,1337.8570384157053
DME,Russia,RUS,CEK,Russia,RUS,1484.4344504464368
DME,Russia,RUS,CGN,Germany,EUW,2094.6140097807393
DME,Russia,RUS,FRU,Kyrgyzstan,ASC,2942.819258735477
DME,Russia,RUS,GBB,Azerbaijan,ASC,1773.3415567451486
DME,Russia,RUS,GOJ,Russia,RUS,378.2344655306263
DME,Russia,RUS,HTA,Russia,RUS,4728.443568318043
DME,Russia,RUS,IKT,Russia,RUS,4207.850922340968
DME,Russia,RUS,KGD,Russia,RUS,1098.7942196384329
DME,Russia,RUS,KRR,Russia,RUS,1156.997168064484
DME,Russia,RUS,KUF,Russia,RUS,818.9340838269536
DME,Russia,RUS,KVD,Azerbaijan,ASC,1743.9500208009958
DME,Russia,RUS,KZN,Russia,RUS,715.6493504840489
DME,Russia,RUS,LED,Russia,RUS,666.8838408232714
DME,Russia,RUS,LLK,Azerbaijan,ASC,2023.0650991007735
DME,Russia,RUS,LWN,Armenia,ASC,1687.3426970933867
DME,Russia,RUS,MRV,Russia,RUS,1296.925012071492
DME,Russia,RUS,NCU,Uzbekistan,ASC,2123.4597817950116
DME,Russia,RUS,NJC,Russia,RUS,2306.7197227194492
DME,Russia,RUS,NVI,Uzbekistan,ASC,2624.2016539805813
DME,Russia,RUS,OSS,Kyrgyzstan,ASC,3025.1917054612322
DME,Russia,RUS,OVB,Russia,RUS,2789.6829217276772
DME,Russia,RUS,RMI,Italy,EUM,2196.217742302244
DME,Russia,RUS,ROV,Russia,RUS,891.0415043602708
DME,Russia,RUS,SIP,Ukraine,ENE,1184.577366158647
DME,Russia,RUS,SVX,Russia,RUS,1421.869770373124
DME,Russia,RUS,TIV,Montenegro,ENE,2001.0800735809578
DME,Russia,RUS,TJU,Tajikistan,ASC,3064.0545822350905
DME,Russia,RUS,UFA,Russia,RUS,1147.1436969612835
DME,Russia,RUS,UUD,Russia,RUS,4410.910188803308
DWC,United Arab Emirates,MEA,CEK,Russia,RUS,3420.934749784293
DWC,United Arab Emirates,MEA,GOJ,Russia,RUS,3603.705350584514
DWC,United Arab Emirates,MEA,KUF,Russia,RUS,3208.3021539862643
DWC,United Arab Emirates,MEA,MRV,Russia,RUS,2411.033335478776
DWC,United Arab Emirates,MEA,PEE,Russia,RUS,3672.084483124415
DWC,United Arab Emirates,MEA,SVX,Russia,RUS,3570.179343127751
DXB,United Arab Emirates,MEA,KRR,Russia,RUS,2635.857429937114
DXB,United Arab Emirates,MEA,KUF,Russia,RUS,3171.1599895909517
DXB,United Arab Emirates,MEA,MRV,Russia,RUS,2383.324181111466
DXB,United Arab Emirates,MEA,SVX,Russia,RUS,3528.6966150254366
DYU,Tajikistan,ASC,CEK,Russia,RUS,1942.4856330637353
DYU,Tajikistan,ASC,GOJ,Russia,RUS,2694.85640120268
DYU,Tajikistan,ASC,KJA,Russia,RUS,2623.4481384565447
DYU,Tajikistan,ASC,KUF,Russia,RUS,2187.248557052407
DYU,Tajikistan,ASC,KZN,Russia,RUS,2388.8709057858723
DYU,Tajikistan,ASC,LED,Russia,RUS,3580.7728413909854
DYU,Tajikistan,ASC,MRV,Russia,RUS,2228.2390292332143
DYU,Tajikistan,ASC,NBC,Russia,RUS,2264.9543188698813
DYU,Tajikistan,ASC,ROV,Russia,RUS,2532.8469895953785
DYU,Tajikistan,ASC,SVX,Russia,RUS,2107.6667292963757
DYU,Tajikistan,ASC,UFA,Russia,RUS,2030.1702256065394
DYU,Tajikistan,ASC,VOG,Russia,RUS,2259.8468865057503
EVN,Armenia,ASC,GOJ,Russia,RUS,1788.8827072243507
EVN,Armenia,ASC,KUF,Russia,RUS,1547.5034087537726
EVN,Armenia,ASC,LED,Russia,RUS,2396.068506795298
EVN,Armenia,ASC,SVX,Russia,RUS,2194.2433632349694
FCO,Italy,EUM,SVX,Russia,RUS,3793.37280159721
FRU,Kyrgyzstan,ASC,DME,Russia,RUS,2942.819258735477
FRU,Kyrgyzstan,ASC,SVX,Russia,RUS,1801.9801070193128
GBB,Azerbaijan,ASC,DME,Russia,RUS,1773.3415567451486
GOJ,Russia,RUS,DME,Russia,RUS,378.2344655306263
GOJ,Russia,RUS,DWC,United Arab Emirates,MEA,3603.705350584514
GOJ,Russia,RUS,DYU,Tajikistan,ASC,2694.85640120268
GOJ,Russia,RUS,EVN,Armenia,ASC,1788.8827072243507
GOJ,Russia,RUS,LBD,Tajikistan,ASC,2589.6240972359556
GOJ,Russia,RUS,NMA,Uzbekistan,ASC,2622.4895836719434
GOJ,Russia,RUS,PRG,Czech Republic,EUE,2063.889459135084
GOJ,Russia,RUS,TAS,Uzbekistan,ASC,2477.2272045711647
GYD,Azerbaijan,ASC,SVX,Russia,RUS,1969.5467857825408
HRB,China,CHN,OVB,Russia,RUS,3206.5391463551227
HRB,China,CHN,SVX,Russia,RUS,4536.080506817662
HTA,Russia,RUS,DME,Russia,RUS,4728.443568318043
IKT,Russia,RUS,DME,Russia,RUS,4207.850922340968
IKT,Russia,RUS,HRB,China,CHN,1750.129448472027
KGD,Russia,RUS,DME,Russia,RUS,1098.7942196384329
KGD,Russia,RUS,TAS,Uzbekistan,ASC,3827.628140567878
KHV,Russia,RUS,OVB,Russia,RUS,3596.6283948334762
KJA,Russia,RUS,DYU,Tajikistan,ASC,2623.4481384565447
KJA,Russia,RUS,LBD,Tajikistan,ASC,2428.024303291387
KJA,Russia,RUS,NMA,Uzbekistan,ASC,2267.5994659784387
KJA,Russia,RUS,SKD,Uzbekistan,ASC,2610.814031648677
KJA,Russia,RUS,SVX,Russia,RUS,1930.7101044496371
KJA,Russia,RUS,TAS,Uzbekistan,ASC,2355.4107773440446
KLV,Czech Republic,EUE,SVX,Russia,RUS,3181.7492335841
KRR,Russia,RUS,BUD,Hungary,EUE,1549.9220331138224
KRR,Russia,RUS,DME,Russia,RUS,1156.997168064484
KRR,Russia,RUS,DXB,United Arab Emirates,MEA,2635.857429937114
KRR,Russia,RUS,LBD,Tajikistan,ASC,2538.269030578755
KRR,Russia,RUS,MUC,Germany,EUW,2109.1785944281824
KRR,Russia,RUS,NMA,Uzbekistan,ASC,2653.27057192954
KRR,Russia,RUS,PFO,Cyprus,EUM,1280.0448082329287
KRR,Russia,RUS,SKG,Greece,EUM,1411.2235888550726
KRR,Russia,RUS,SVX,Russia,RUS,1984.0751171438978
KRR,Russia,RUS,TAS,Uzbekistan,ASC,2463.965608185333
KUF,Russia,RUS,DME,Russia,RUS,818.9340838269536
KUF,Russia,RUS,DWC,United Arab Emirates,MEA,3208.3021539862643
KUF,Russia,RUS,DXB,United Arab Emirates,MEA,3171.1599895909517
KUF,Russia,RUS,DYU,Tajikistan,ASC,2187.248557052407
KUF,Russia,RUS,EVN,Armenia,ASC,1547.5034087537726
KUF,Russia,RUS,LBD,Tajikistan,ASC,2081.731295074224
KUF,Russia,RUS,OSS,Kyrgyzstan,ASC,2217.8434109422433
KUF,Russia,RUS,TAS,Uzbekistan,ASC,1969.7440636011906
KVD,Azerbaijan,ASC,DME,Russia,RUS,1743.9500208009958
KZN,Russia,RUS,DME,Russia,RUS,715.6493504840489
KZN,Russia,RUS,DYU,Tajikistan,ASC,2388.8709057858723
KZN,Russia,RUS,LBD,Tajikistan,ASC,2272.7514847237376
LBD,Tajikistan,ASC,AER,Russia,RUS,2476.4963425676697
LBD,Tajikistan,ASC,CEK,Russia,RUS,1783.2724086890871
LBD,Tajikistan,ASC,GOJ,Russia,RUS,2589.6240972359556
LBD,Tajikistan,ASC,KJA,Russia,RUS,2428.024303291387
LBD,Tajikistan,ASC,KRR,Russia,RUS,2538.269030578755
LBD,Tajikistan,ASC,KUF,Russia,RUS,2081.731295074224
LBD,Tajikistan,ASC,KZN,Russia,RUS,2272.7514847237376
LBD,Tajikistan,ASC,SVX,Russia,RUS,1947.342687797536
LBD,Tajikistan,ASC,UFA,Russia,RUS,1896.6306580639384
LCA,Cyprus,EUM,SVX,Russia,RUS,3174.9905978718666
LED,Russia,RUS,DME,Russia,RUS,666.8838408232714
LED,Russia,RUS,DYU,Tajikistan,ASC,3580.7728413909854
LED,Russia,RUS,EVN,Armenia,ASC,2396.068506795298
LED,Russia,RUS,LLK,Azerbaijan,ASC,2679.569875246323
LED,Russia,RUS,ROV,Russia,RUS,1505.7503234077353
LED,Russia,RUS,SVX,Russia,RUS,1801.012176955981
LED,Russia,RUS,TIV,Montenegro,ENE,2088.3524751448217
LED,Russia,RUS,TJU,Tajikistan,ASC,3680.9910242114797
LLK,Azerbaijan,ASC,DME,Russia,RUS,2023.0650991007735
LLK,Azerbaijan,ASC,LED,Russia,RUS,2679.569875246323
LWN,Armenia,ASC,DME,Russia,RUS,1687.3426970933867
MRV,Russia,RUS,DME,Russia,RUS,1296.925012071492
MRV,Russia,RUS,DWC,United Arab Emirates,MEA,2411.033335478776
MRV,Russia,RUS,DXB,United Arab Emirates,MEA,2383.324181111466
MRV,Russia,RUS,DYU,Tajikistan,ASC,2228.2390292332143
MRV,Russia,RUS,SVX,Russia,RUS,1862.2932166324968
MUC,Germany,EUW,KRR,Russia,RUS,2109.1785944281824
MUC,Germany,EUW,SVX,Russia,RUS,3363.0877884045544
NBC,Russia,RUS,DYU,Tajikistan,ASC,2264.9543188698813
NCU,Uzbekistan,ASC,DME,Russia,RUS,2123.4597817950116
NJC,Russia,RUS,DME,Russia,RUS,2306.7197227194492
NMA,Uzbekistan,ASC,CEK,Russia,RUS,1754.3329208541174
NMA,Uzbekistan,ASC,GOJ,Russia,RUS,2622.4895836719434
NMA,Uzbekistan,ASC,KJA,Russia,RUS,2267.5994659784387
NMA,Uzbekistan,ASC,KRR,Russia,RUS,2653.27057192954
NMA,Uzbekistan,ASC,SVX,Russia,RUS,1915.4352594042275
NSK,Russia,RUS,OVB,Russia,RUS,1607.2617874011964
NSK,Russia,RUS,SVX,Russia,RUS,1904.7874688648662
NVI,Uzbekistan,ASC,DME,Russia,RUS,2624.2016539805813
OSS,Kyrgyzstan,ASC,CEK,Russia,RUS,1832.4662497319812
OSS,Kyrgyzstan,ASC,DME,Russia,RUS,3025.1917054612322
OSS,Kyrgyzstan,ASC,KUF,Russia,RUS,2217.8434109422433
OSS,Kyrgyzstan,ASC,SVX,Russia,RUS,1991.713886185783
OVB,Russia,RUS,DME,Russia,RUS,2789.6829217276772
OVB,Russia,RUS,HRB,China,CHN,3206.5391463551227
OVB,Russia,RUS,KHV,Russia,RUS,3596.6283948334762
OVB,Russia,RUS,NSK,Russia,RUS,1607.2617874011964
OVB,Russia,RUS,SVX,Russia,RUS,1370.297258632382
OVB,Russia,RUS,YKS,Russia,RUS,2775.1714819496956
PEE,Russia,RUS,DWC,United Arab Emirates,MEA,3672.084483124415
PEK,China,CHN,SVX,Russia,RUS,4364.680636771929
PFO,Cyprus,EUM,KRR,Russia,RUS,1280.0448082329287
PRG,Czech Republic,EUE,CEK,Russia,RUS,3171.4661936789093
PRG,Czech Republic,EUE,GOJ,Russia,RUS,2063.889459135084
PRG,Czech Republic,EUE,SVX,Russia,RUS,3106.325240265669
RMI,Italy,EUM,DME,Russia,RUS,2196.217742302244
ROV,Russia,RUS,BUD,Hungary,EUE,1548.8479431551639
ROV,Russia,RUS,DME,Russia,RUS,891.0415043602708
ROV,Russia,RUS,DYU,Tajikistan,ASC,2532.8469895953785
ROV,Russia,RUS,LED,Russia,RUS,1505.7503234077353
SIP,Ukraine,ENE,DME,Russia,RUS,1184.577366158647
SKD,Uzbekistan,ASC,KJA,Russia,RUS,2610.814031648677
SKD,Uzbekistan,ASC,SVX,Russia,RUS,1947.6629643736671
SKG,Greece,EUM,ATH,Greece,EUM,299.23477256723186
SVX,Russia,RUS,AER,Russia,RUS,2080.640834937522
SVX,Russia,RUS,CDG,France,EUM,3877.009733331549
