source,source_country,destination,destination_country,distance_km
SVX,Russia,KGP,Russia,980.8606215258296
SVX,Russia,KJA,Russia,1930.7101044496371
SVX,Russia,NOJ,Russia,1073.2460660012146
SVX,Russia,NYA,Russia,655.4881912221075
SVX,Russia,NYM,Russia,1158.7348089097718
SVX,Russia,OVB,Russia,1370.297258632382
SVX,Russia,SLY,Russia,1135.9247300688992
TIV,Montenegro,DME,Russia,2001.0800735809578
TJM,Russia,DME,Russia,1691.489444782929
TJM,Russia,EVN,Armenia,2419.284302526758
TJM,Russia,LED,Russia,2033.3418976491619
TJM,Russia,NOJ,Russia,862.0529761257677
TJM,Russia,NUX,Russia,1147.2179878129753
TJM,Russia,NYA,Russia,547.3656835158008
TJM,Russia,NYM,Russia,1000.7843299689395
TJM,Russia,OVB,Russia,1098.2160664503378
TJM,Russia,SLY,Russia,1047.480307948421
TQL,Russia,SLY,Russia,542.9879999012434
UFA,Russia,DME,Russia,1147.1436969612835
UFA,Russia,NOJ,Russia,1460.4088913450853
UFA,Russia,NUX,Russia,1695.9750039066737
UFA,Russia,NYM,Russia,1522.5250040222834
DOM,Dominica,EIS,British Virgin Islands,471.9285870663532
DOM,Dominica,SJU,Puerto Rico,594.432156600211
DOM,Dominica,STT,Virgin Islands,498.89577948256186
DOM,Dominica,SXM,Netherlands Antilles,337.60745148142126
EIS,British Virgin Islands,DOM,Dominica,471.9285870663532
EIS,British Virgin Islands,NEV,Saint Kitts and Nevis,248.44791789436712
EIS,British Virgin Islands,STT,Virgin Islands,46.96042827830266
EIS,British Virgin Islands,SXM,Netherlands Antilles,157.9646358533242
NEV,Saint Kitts and Nevis,SJU,Puerto Rico,386.3399937017487
NEV,Saint Kitts and Nevis,STT,Virgin Islands,282.00644409730285
SJU,Puerto Rico,DOM,Dominica,594.432156600211
SJU,Puerto Rico,NEV,Saint Kitts and Nevis,386.3399937017487
SJU,Puerto Rico,STT,Virgin Islands,109.10658420527982
SJU,Puerto Rico,SXM,Netherlands Antilles,308.70383954795506
SJU,Puerto Rico,VQS,Puerto Rico,70.94621674941286
STT,Virgin Islands,DOM,Dominica,498.89577948256186
STT,Virgin Islands,EIS,British Virgin Islands,46.96042827830266
STT,Virgin Islands,NEV,Saint Kitts and Nevis,282.00644409730285
STT,Virgin Islands,SJU,Puerto Rico,109.10658420527982
STT,Virgin Islands,SXM,Netherlands Antilles,199.6985244722165
STT,Virgin Islands,VIJ,British Virgin Islands,58.864196865652
SXM,Netherlands Antilles,DOM,Dominica,337.60745148142126
SXM,Netherlands Antilles,EIS,British Virgin Islands,157.9646358533242
SXM,Netherlands Antilles,SJU,Puerto Rico,308.70383954795506
SXM,Netherlands Antilles,STT,Virgin Islands,199.6985244722165
VIJ,British Virgin Islands,STT,Virgin Islands,58.864196865652
VQS,Puerto Rico,SJU,Puerto Rico,70.94621674941286
HEH,Burma,MDL,Burma,135.6526231441072
HEH,Burma,RGN,Burma,432.5454759430184
MDL,Burma,HEH,Burma,135.6526231441072
MDL,Burma,MYT,Burma,432.63984137764754
MDL,Burma,NYU,Burma,123.06723937452043
MDL,Burma,RGN,Burma,533.4172854604016
MDL,Burma,THL,Burma,432.3243509597915
MYT,Burma,MDL,Burma,432.63984137764754
NYU,Burma,MDL,Burma,123.06723937452043
NYU,Burma,RGN,Burma,491.5022004703318
RGN,Burma,HEH,Burma,432.5454759430184
RGN,Burma,MDL,Burma,533.4172854604016
RGN,Burma,NYU,Burma,491.5022004703318
THL,Burma,HEH,Burma,328.44915254209064
ALA,Kazakhstan,FRU,Kyrgyzstan,210.21244018128647
DME,Russia,FRU,Kyrgyzstan,2942.819258735477
DME,Russia,OSS,Kyrgyzstan,3025.1917054612322
DYU,Tajikistan,FRU,Kyrgyzstan,691.5909865839866
FRU,Kyrgyzstan,ALA,Kazakhstan,210.21244018128647
FRU,Kyrgyzstan,DME,Russia,2942.819258735477
FRU,Kyrgyzstan,DYU,Tajikistan,691.5909865839866
FRU,Kyrgyzstan,KJA,Russia,1940.1429394433585
FRU,Kyrgyzstan,KZN,Russia,2276.2526870586316
FRU,Kyrgyzstan,LED,Russia,3491.9028250493698
FRU,Kyrgyzstan,OSS,Kyrgyzstan,306.29537512686545
FRU,Kyrgyzstan,OVB,Russia,1454.0403200640458
FRU,Kyrgyzstan,SGC,Russia,2034.1642671800869
FRU,Kyrgyzstan,SVX,Russia,1801.9801070193128
KJA,Russia,FRU,Kyrgyzstan,1940.1429394433585
KZN,Russia,FRU,Kyrgyzstan,2276.2526870586316
KZN,Russia,OSS,Kyrgyzstan,2392.262413732782
LED,Russia,FRU,Kyrgyzstan,3491.9028250493698
LED,Russia,OSS,Kyrgyzstan,3607.079534942845
OSS,Kyrgyzstan,DME,Russia,3025.1917054612322
OSS,Kyrgyzstan,FRU,Kyrgyzstan,306.29537512686545
OSS,Kyrgyzstan,IKT,Russia,2715.986237462117
OSS,Kyrgyzstan,KJA,Russia,2244.235995754881
OSS,Kyrgyzstan,KZN,Russia,2392.262413732782
OSS,Kyrgyzstan,LED,Russia,3607.079534942845
OSS,Kyrgyzstan,OVB,Russia,1758.6786987929577
OSS,Kyrgyzstan,SGC,Russia,2305.9628038434257
OSS,Kyrgyzstan,SVX,Russia,1991.713886185783
OVB,Russia,FRU,Kyrgyzstan,1454.0403200640458
OVB,Russia,OSS,Kyrgyzstan,1758.6786987929577
SGC,Russia,FRU,Kyrgyzstan,2034.1642671800869
SGC,Russia,OSS,Kyrgyzstan,2305.9628038434257
SVX,Russia,FRU,Kyrgyzstan,1801.9801070193128
SVX,Russia,OSS,Kyrgyzstan,1991.713886185783
BEG,Serbia,TGD,Montenegro,286.3714191979007
BEG,Serbia,TIV,Montenegro,297.19382738064036
CDG,France,TGD,Montenegro,1488.8290639715135
CDG,France,TIV,Montenegro,1450.645284253537
DME,Russia,TGD,Montenegro,1979.1084307864833
DME,Russia,TIV,Montenegro,2001.0800735809578
DUS,Germany,TGD,Montenegro,1370.5418204889074
FCO,Italy,TGD,Montenegro,581.9452987468813
FRA,Germany,TGD,Montenegro,1182.656783052018
LGW,United Kingdom,TIV,Montenegro,1729.7219846239475
LJU,Slovenia,TGD,Montenegro,574.449343511882
TGD,Montenegro,BEG,Serbia,286.3714191979007
TGD,Montenegro,CDG,France,1488.8290639715135
TGD,Montenegro,DME,Russia,1979.1084307864833
TGD,Montenegro,DUS,Germany,1370.5418204889074
TGD,Montenegro,FCO,Italy,581.9452987468813
TGD,Montenegro,FRA,Germany,1182.656783052018
TGD,Montenegro,LJU,Slovenia,574.449343511882
TGD,Montenegro,VIE,Austria,672.9631492888382
TGD,Montenegro,ZRH,Switzerland,1014.737365892517
TIV,Montenegro,BEG,Serbia,297.19382738064036
TIV,Montenegro,CDG,France,1450.645284253537
TIV,Montenegro,DME,Russia,2001.0800735809578
TIV,Montenegro,LGW,United Kingdom,1729.7219846239475
VIE,Austria,TGD,Montenegro,672.9631492888382
ZRH,Switzerland,TGD,Montenegro,1014.737365892517
YAT,Canada,YPO,Canada,302.13075600894217
YAT,Canada,ZKE,Canada,87.9596695652598
YFA,Canada,YMO,Canada,125.96360506885158
YFA,Canada,ZKE,Canada,9.111212976519765
YGW,Canada,YKU,Canada,180.17470931967296
YKQ,Canada,YKU,Canada,259.560259635182
YKQ,Canada,YMO,Canada,129.9395150798052
YKQ,Canada,YMT,Canada,353.25053663091484
YKQ,Canada,YNS,Canada,182.81802231077867
YKQ,Canada,YVO,Canada,386.6778628416702
YKQ,Canada,ZEM,Canada,85.29245674777755
YKU,Canada,YGW,Canada,180.17470931967296
YKU,Canada,YKQ,Canada,259.560259635182
YKU,Canada,YNC,Canada,88.58250003013326
YKU,Canada,YVO,Canada,644.523053113196
YMO,Canada,YFA,Canada,125.96360506885158
YMO,Canada,YKQ,Canada,129.9395150798052
YMO,Canada,YTS,Canada,307.565243117951
YMT,Canada,YKQ,Canada,353.25053663091484
YMT,Canada,YNS,Canada,241.52640086213208
YMT,Canada,YUL,Canada,481.90107704442494
YNC,Canada,YKU,Canada,88.58250003013326
YNC,Canada,ZEM,Canada,89.65326555700835
YNS,Canada,YKQ,Canada,182.81802231077867
YNS,Canada,YMT,Canada,241.52640086213208
YPO,Canada,YAT,Canada,302.13075600894217
YTS,Canada,YMO,Canada,307.565243117951
YUL,Canada,YMT,Canada,481.90107704442494
YUL,Canada,YVO,Canada,420.92419301716933
YVO,Canada,YKQ,Canada,386.6778628416702
YVO,Canada,YKU,Canada,644.523053113196
YVO,Canada,YUL,Canada,420.92419301716933
ZEM,Canada,YKQ,Canada,85.29245674777755
ZEM,Canada,YNC,Canada,89.65326555700835
ZKE,Canada,YAT,Canada,87.9596695652598
ZKE,Canada,YFA,Canada,9.111212976519765
HME,Algeria,LGW,United Kingdom,2226.9096483017947
LGW,United Kingdom,HME,Algeria,2226.9096483017947
DME,Russia,EGO,Russia,537.0795527366757
DME,Russia,VOZ,Russia,409.1022033617302
EGO,Russia,DME,Russia,537.0795527366757
EGO,Russia,LED,Russia,1093.214993823583
EVN,Armenia,VOZ,Russia,1356.4527369429481
LED,Russia,EGO,Russia,1093.214993823583
LED,Russia,VNO,Lithuania,647.4856333558506
LED,Russia,VOZ,Russia,1047.9998353716774
MUC,Germany,VOZ,Russia,1983.101984660909
VNO,Lithuania,LED,Russia,647.4856333558506
VOZ,Russia,DME,Russia,409.1022033617302
VOZ,Russia,EVN,Armenia,1356.4527369429481
VOZ,Russia,LED,Russia,1047.9998353716774
VOZ,Russia,MUC,Germany,1983.101984660909
GCN,United States,PGA,United States,125.02879899330743
PGA,United States,GCN,United States,125.02879899330743
BDP,Nepal,KTM,Nepal,296.88307521612944
BHR,Nepal,KTM,Nepal,91.56384897311578
BIR,Nepal,KTM,Nepal,231.97950535950903
BWA,Nepal,KTM,Nepal,192.6160999849104
DHI,Nepal,KTM,Nepal,482.5214249293246
JKR,Nepal,KTM,Nepal,123.15745013007538
KEP,Nepal,KTM,Nepal,365.619849961811
KTM,Nepal,BDP,Nepal,296.88307521612944
KTM,Nepal,BHR,Nepal,91.56384897311578
KTM,Nepal,BIR,Nepal,231.97950535950903
KTM,Nepal,BWA,Nepal,192.6160999849104
KTM,Nepal,DHI,Nepal,482.5214249293246
KTM,Nepal,JKR,Nepal,123.15745013007538
KTM,Nepal,KEP,Nepal,365.619849961811
KTM,Nepal,PKR,Nepal,146.4189334812075
KTM,Nepal,TMI,Nepal,185.80703858005575
PKR,Nepal,KTM,Nepal,146.4189334812075
TMI,Nepal,KTM,Nepal,185.80703858005575
BKI,Malaysia,MNL,Philippines,1097.018125918504
CEB,Philippines,ICN,South Korea,3030.358003394271
CEB,Philippines,KUL,Malaysia,2597.925059916723
CEB,Philippines,MNL,Philippines,566.9447120672254
ICN,South Korea,CEB,Philippines,3030.358003394271
ICN,South Korea,KLO,Philippines,2896.3250691503604
ICN,South Korea,MNL,Philippines,2608.84937690608
KLO,Philippines,ICN,South Korea,2896.3250691503604
KLO,Philippines,MNL,Philippines,347.17620190869707
KLO,Philippines,PUS,South Korea,2695.6463146393007
KLO,Philippines,TPE,Taiwan,1494.667654855818
KUL,Malaysia,CEB,Philippines,2597.925059916723
KUL,Malaysia,MNL,Philippines,2489.88104762749
MFM,Macau,MNL,Philippines,1155.5636607329438
MNL,Philippines,BKI,Malaysia,1097.018125918504
MNL,Philippines,CEB,Philippines,566.9447120672254
MNL,Philippines,ICN,South Korea,2608.84937690608
MNL,Philippines,KLO,Philippines,347.17620190869707
MNL,Philippines,KUL,Malaysia,2489.88104762749
MNL,Philippines,MFM,Macau,1155.5636607329438
MNL,Philippines,MYY,Malaysia,1369.8517479816521
MNL,Philippines,PPS,Philippines,584.1982735894983
MNL,Philippines,PVG,China,1851.4353236666832
MNL,Philippines,TAC,Philippines,567.2299259755824
MNL,Philippines,TAG,Philippines,620.3819032831909
MYY,Malaysia,MNL,Philippines,1369.8517479816521
PPS,Philippines,MNL,Philippines,584.1982735894983
PUS,South Korea,KLO,Philippines,2695.6463146393007
PVG,China,MNL,Philippines,1851.4353236666832
TAC,Philippines,MNL,Philippines,567.2299259755824
TAG,Philippines,MNL,Philippines,620.3819032831909
TPE,Taiwan,KLO,Philippines,1494.667654855818
KTN,United States,MTM,United States,26.420297805135977
MTM,United States,KTN,United States,26.420297805135977
ADA,Turkey,EBL,Iraq,779.1405031750098
AMM,Jordan,EBL,Iraq,889.4783103856456
ARN,Sweden,EBL,Iraq,3202.8649284856256
BEY,Lebanon,EBL,Iraq,816.755167649154
EBL,Iraq,ADA,Turkey,779.1405031750098
EBL,Iraq,AMM,Jordan,889.4783103856456
EBL,Iraq,ARN,Sweden,3202.8649284856256
EBL,Iraq,BEY,Lebanon,816.755167649154
EBL,Iraq,ESB,Turkey,1050.7530161935872
ESB,Turkey,EBL,Iraq,1050.7530161935872
BUS,Georgia,DNK,Ukraine,907.0591244888675
DME,Russia,DNK,Ukraine,807.2305704075079
DME,Russia,UKS,Ukraine,1230.9140193894993
DNK,Ukraine,BUS,Georgia,907.0591244888675
DNK,Ukraine,DME,Russia,807.2305704075079
DNK,Ukraine,EVN,Armenia,1173.5764375606643
DNK,Ukraine,IST,Turkey,932.4668446975318
DNK,Ukraine,KBP,Ukraine,376.29570856639054
DNK,Ukraine,TBS,Georgia,1072.1981997605
DNK,Ukraine,VIE,Austria,1369.4423848844815
EVN,Armenia,DNK,Ukraine,1173.5764375606643
IFO,Ukraine,KBP,Ukraine,475.70699991878973
IST,Turkey,DNK,Ukraine,932.4668446975318
KBP,Ukraine,DNK,Ukraine,376.29570856639054
KBP,Ukraine,IFO,Ukraine,475.70699991878973
KBP,Ukraine,UKS,Ukraine,660.1358078817494
TBS,Georgia,DNK,Ukraine,1072.1981997605
UKS,Ukraine,DME,Russia,1230.9140193894993
UKS,Ukraine,KBP,Ukraine,660.1358078817494
VIE,Austria,DNK,Ukraine,1369.4423848844815
AQP,Peru,LPB,Bolivia,362.15113017236683
ASU,Paraguay,VVI,Bolivia,1024.8305728706596
BYC,Bolivia,SRZ,Bolivia,464.10360437273266
BYC,Bolivia,TJA,Bolivia,117.38622223713445
CBB,Bolivia,LPB,Bolivia,236.90391136700194
CBB,Bolivia,VVI,Bolivia,323.4634886552083
CUZ,Peru,LPB,Bolivia,521.0191209084263
LPB,Bolivia,AQP,Peru,362.15113017236683
LPB,Bolivia,CBB,Bolivia,236.90391136700194
LPB,Bolivia,CUZ,Peru,521.0191209084263
LPB,Bolivia,POI,Bolivia,426.15668454210953
LPB,Bolivia,RBQ,Bolivia,243.56834275944337
LPB,Bolivia,SRE,Bolivia,414.0238559470859
LPB,Bolivia,TJA,Bolivia,670.0052882665182
LPB,Bolivia,UYU,Bolivia,459.71070034033085
LPB,Bolivia,VVI,Bolivia,552.0078320351766
ORU,Bolivia,CBB,Bolivia,112.68275251207787
ORU,Bolivia,SRZ,Bolivia,413.5294272012581
POI,Bolivia,LPB,Bolivia,426.15668454210953
RBQ,Bolivia,LPB,Bolivia,243.56834275944337
RBQ,Bolivia,TDD,Bolivia,280.8412577942361
SRE,Bolivia,LPB,Bolivia,414.0238559470859
SRE,Bolivia,TJA,Bolivia,289.93685831084713
SRE,Bolivia,VVI,Bolivia,273.1380204880289
SRZ,Bolivia,BYC,Bolivia,464.10360437273266
SRZ,Bolivia,ORU,Bolivia,413.5294272012581
SRZ,Bolivia,TDD,Bolivia,381.4191863668119
TDD,Bolivia,RBQ,Bolivia,280.8412577942361
TDD,Bolivia,SRZ,Bolivia,381.4191863668119
TJA,Bolivia,BYC,Bolivia,117.38622223713445
TJA,Bolivia,LPB,Bolivia,670.0052882665182
TJA,Bolivia,SRE,Bolivia,289.93685831084713
TJA,Bolivia,VVI,Bolivia,464.763930906646
UYU,Bolivia,LPB,Bolivia,459.71070034033085
VVI,Bolivia,ASU,Paraguay,1024.8305728706596
VVI,Bolivia,CBB,Bolivia,323.4634886552083
VVI,Bolivia,LPB,Bolivia,552.0078320351766
VVI,Bolivia,SRE,Bolivia,273.1380204880289
VVI,Bolivia,TJA,Bolivia,464.763930906646
ALA,Kazakhstan,GUW,Kazakhstan,2009.3352017715447
ALA,Kazakhstan,TSE,Kazakhstan,950.5424188989373
GUW,Kazakhstan,ALA,Kazakhstan,2009.3352017715447
GUW,Kazakhstan,URA,Kazakhstan,448.4495892998029
TSE,Kazakhstan,ALA,Kazakhstan,950.5424188989373
TSE,Kazakhstan,URA,Kazakhstan,1387.422662009997
URA,Kazakhstan,GUW,Kazakhstan,448.4495892998029
URA,Kazakhstan,TSE,Kazakhstan,1387.422662009997
ACE,Spain,BHX,United Kingdom,2790.177544068197
ACE,Spain,EMA,United Kingdom,2840.210313954907
ACE,Spain,LBA,United Kingdom,2935.4088911692106
ACE,Spain,LGW,United Kingdom,2710.1932023368595
ACE,Spain,LTN,United Kingdom,2774.963154337641
ACE,Spain,MAN,United Kingdom,2866.977522726892
AGA,Morocco,MAN,United Kingdom,2624.945150070213
AGP,Spain,BHX,United Kingdom,1767.6943800612073
AGP,Spain,EMA,United Kingdom,1813.3977143630175
AGP,Spain,LGW,United Kingdom,1645.2059954530685
AGP,Spain,LTN,United Kingdom,1721.120434688054
AGP,Spain,MAN,United Kingdom,1862.5867130927568
ALC,Spain,BHX,United Kingdom,1578.5030310341865
ALC,Spain,EMA,United Kingdom,1618.8494490921375
ALC,Spain,LGW,United Kingdom,1430.9134254564956
ALC,Spain,LTN,United Kingdom,1511.4890040489272
ALC,Spain,MAN,United Kingdom,1681.0194608541917
AYT,Turkey,LBA,United Kingdom,3115.553586202315
AYT,Turkey,LGW,United Kingdom,2908.0576006001347
AYT,Turkey,LTN,United Kingdom,2949.102643505389
AYT,Turkey,MAN,United Kingdom,3130.4236837916183
BCN,Spain,BHX,United Kingdom,1273.747887912748
BCN,Spain,LBA,United Kingdom,1424.9317820366366
BCN,Spain,LGW,United Kingdom,1109.053917010952
BCN,Spain,MAN,United Kingdom,1379.5391415179258
BHX,United Kingdom,ACE,Spain,2790.177544068197
BHX,United Kingdom,AGP,Spain,1767.6943800612073
BHX,United Kingdom,ALC,Spain,1578.5030310341865
BHX,United Kingdom,BCN,Spain,1273.747887912748
BHX,United Kingdom,BJV,Turkey,2837.0489872090347
BHX,United Kingdom,DBV,Croatia,1852.5923921496749
BHX,United Kingdom,DLM,Turkey,2949.6304845677714
BHX,United Kingdom,FAO,Portugal,1784.0154170210853
BHX,United Kingdom,FCO,Italy,1582.907793109959
BHX,United Kingdom,FNC,Portugal,2506.4516246236476
BHX,United Kingdom,FUE,Spain,2849.9803008690988
BHX,United Kingdom,GIB,Gibraltar,1834.7058034561435
BHX,United Kingdom,HER,Greece,2846.7697775794522
BHX,United Kingdom,HRG,Egypt,4065.293423791985
BHX,United Kingdom,LCA,Cyprus,3399.183181541003
BHX,United Kingdom,LEI,Spain,1736.4332806802158
BHX,United Kingdom,LPA,Spain,2951.147757483024
BHX,United Kingdom,MAH,Spain,1472.3178146929351
BHX,United Kingdom,NCE,France,1181.4186422706694
BHX,United Kingdom,PFO,Cyprus,3340.135152958913
BHX,United Kingdom,PMI,Spain,1475.184376361757
BHX,United Kingdom,SPU,Croatia,1661.4494686607513
BHX,United Kingdom,SSH,Egypt,4029.61498130131
BHX,United Kingdom,TFS,Spain,2978.2226894363466
BHX,United Kingdom,VCE,Italy,1283.1111967576085
BJV,Turkey,BHX,United Kingdom,2837.0489872090347
BJV,Turkey,LBA,United Kingdom,2901.1629204725946
BJV,Turkey,LGW,United Kingdom,2679.206327422896
BJV,Turkey,LTN,United Kingdom,2724.479645125769
BJV,Turkey,MAN,United Kingdom,2911.792602317428
DBV,Croatia,BHX,United Kingdom,1852.5923921496749
DBV,Croatia,LGW,United Kingdom,1690.0700159035073
DBV,Croatia,MAN,United Kingdom,1932.3336900137763
DLM,Turkey,BHX,United Kingdom,2949.6304845677714
DLM,Turkey,LBA,United Kingdom,3012.0368954646283
DLM,Turkey,LGW,United Kingdom,2792.7220871939385
DLM,Turkey,LTN,United Kingdom,2837.268755497928
DLM,Turkey,MAN,United Kingdom,3023.5126126934756
EMA,United Kingdom,ACE,Spain,2840.210313954907
EMA,United Kingdom,AGP,Spain,1813.3977143630175
EMA,United Kingdom,ALC,Spain,1618.8494490921375
EMA,United Kingdom,FAO,Portugal,1832.8079746319029
EMA,United Kingdom,MLA,Malta,2256.576750417501
EMA,United Kingdom,PMI,Spain,1508.7923507421192
EMA,United Kingdom,TFS,Spain,3028.7303459067334
FAO,Portugal,BHX,United Kingdom,1784.0154170210853
FAO,Portugal,EMA,United Kingdom,1832.8079746319029
FAO,Portugal,LBA,United Kingdom,1935.41563109255
FAO,Portugal,LGW,United Kingdom,1687.5718920883075
FAO,Portugal,LTN,United Kingdom,1756.6855614786175
FAO,Portugal,MAN,United Kingdom,1869.307858665744
FCO,Italy,BHX,United Kingdom,1582.907793109959
FCO,Italy,LTN,United Kingdom,1470.402172342137
FNC,Portugal,BHX,United Kingdom,2506.4516246236476
FNC,Portugal,LGW,United Kingdom,2455.5370594286915
FUE,Spain,BHX,United Kingdom,2849.9803008690988
FUE,Spain,MAN,United Kingdom,2926.5494150531367
GIB,Gibraltar,BHX,United Kingdom,1834.7058034561435
GIB,Gibraltar,LTN,United Kingdom,1792.1059797854473
GIB,Gibraltar,MAN,United Kingdom,1927.7201976998954
HER,Greece,BHX,United Kingdom,2846.7697775794522
HER,Greece,LBA,United Kingdom,2926.314124560855
HER,Greece,LGW,United Kingdom,2679.9334037992685
HRG,Egypt,BHX,United Kingdom,4065.293423791985
HRG,Egypt,LGW,United Kingdom,3900.0493388380323
HRG,Egypt,MAN,United Kingdom,4145.86372450835
LBA,United Kingdom,ACE,Spain,2935.4088911692106
LBA,United Kingdom,AYT,Turkey,3115.553586202315
LBA,United Kingdom,BCN,Spain,1424.9317820366366
LBA,United Kingdom,BJV,Turkey,2901.1629204725946
LBA,United Kingdom,DLM,Turkey,3012.0368954646283
LBA,United Kingdom,FAO,Portugal,1935.41563109255
LBA,United Kingdom,HER,Greece,2926.314124560855
LBA,United Kingdom,LCA,Cyprus,3452.8887061572545
LBA,United Kingdom,MAH,Spain,1618.5905998031294
LBA,United Kingdom,PMI,Spain,1625.828229470521
LBA,United Kingdom,TFS,Spain,3117.7773779414524
LCA,Cyprus,BHX,United Kingdom,3399.183181541003
LCA,Cyprus,LBA,United Kingdom,3452.8887061572545
LCA,Cyprus,LGW,United Kingdom,3247.4598630522473
LCA,Cyprus,LTN,United Kingdom,3288.1105205841272
LCA,Cyprus,MAN,United Kingdom,3468.535286200925
LEI,Spain,BHX,United Kingdom,1736.4332806802158
LEI,Spain,MAN,United Kingdom,1835.8207615969945
LGW,United Kingdom,ACE,Spain,2710.1932023368595
LGW,United Kingdom,AGP,Spain,1645.2059954530685
LGW,United Kingdom,ALC,Spain,1430.9134254564956
LGW,United Kingdom,AYT,Turkey,2908.0576006001347
LGW,United Kingdom,BCN,Spain,1109.053917010952
LGW,United Kingdom,BJV,Turkey,2679.206327422896
LGW,United Kingdom,DBV,Croatia,1690.0700159035073
LGW,United Kingdom,DLM,Turkey,2792.7220871939385
LGW,United Kingdom,FAO,Portugal,1687.5718920883075
LGW,United Kingdom,FNC,Portugal,2455.5370594286915
LGW,United Kingdom,HER,Greece,2679.9334037992685
LGW,United Kingdom,HRG,Egypt,3900.0493388380323
LGW,United Kingdom,LCA,Cyprus,3247.4598630522473
LGW,United Kingdom,MAH,Spain,1300.462340645116
LGW,United Kingdom,NBE,Tunisia,1877.311102454422
LGW,United Kingdom,NCE,France,1001.0090553363052
LGW,United Kingdom,PFO,Cyprus,3185.7863759861125
LGW,United Kingdom,PMI,Spain,1309.3378474217136
LGW,United Kingdom,SSH,Egypt,3866.395415205113
LGW,United Kingdom,TFS,Spain,2912.4264068574744
LGW,United Kingdom,VCE,Italy,1117.2585839002445
LGW,United Kingdom,VRN,Italy,1038.071917397306
LPA,Spain,BHX,United Kingdom,2951.147757483024
LPA,Spain,MAN,United Kingdom,3024.3930187633105
LTN,United Kingdom,ACE,Spain,2774.963154337641
LTN,United Kingdom,AGP,Spain,1721.120434688054
LTN,United Kingdom,ALC,Spain,1511.4890040489272
LTN,United Kingdom,AYT,Turkey,2949.102643505389
LTN,United Kingdom,BJV,Turkey,2724.479645125769
LTN,United Kingdom,DLM,Turkey,2837.268755497928
LTN,United Kingdom,FAO,Portugal,1756.6855614786175
LTN,United Kingdom,FCO,Italy,1470.402172342137
LTN,United Kingdom,GIB,Gibraltar,1792.1059797854473
LTN,United Kingdom,LCA,Cyprus,3288.1105205841272
LTN,United Kingdom,MAH,Spain,1381.3797508855992
LTN,United Kingdom,NAP,Italy,1654.4411423314277
LTN,United Kingdom,PMI,Spain,1390.9907802913194
LTN,United Kingdom,SSH,Egypt,3916.1460849950863
LTN,United Kingdom,TFS,Spain,2972.748276129854
MAH,Spain,BHX,United Kingdom,1472.3178146929351
MAH,Spain,LBA,United Kingdom,1618.5905998031294
MAH,Spain,LGW,United Kingdom,1300.462340645116
MAH,Spain,LTN,United Kingdom,1381.3797508855992
MAH,Spain,MAN,United Kingdom,1578.4080810958014
MAN,United Kingdom,ACE,Spain,2866.977522726892
MAN,United Kingdom,AGA,Morocco,2624.945150070213
MAN,United Kingdom,AGP,Spain,1862.5867130927568
MAN,United Kingdom,ALC,Spain,1681.0194608541917
MAN,United Kingdom,AYT,Turkey,3130.4236837916183
MAN,United Kingdom,BCN,Spain,1379.5391415179258
MAN,United Kingdom,BJV,Turkey,2911.792602317428
MAN,United Kingdom,DBV,Croatia,1932.3336900137763
MAN,United Kingdom,DLM,Turkey,3023.5126126934756
MAN,United Kingdom,FAO,Portugal,1869.307858665744
MAN,United Kingdom,FUE,Spain,2926.5494150531367
MAN,United Kingdom,GIB,Gibraltar,1927.7201976998954
MAN,United Kingdom,HRG,Egypt,4145.86372450835
MAN,United Kingdom,LCA,Cyprus,3468.535286200925
MAN,United Kingdom,LEI,Spain,1835.8207615969945
MAN,United Kingdom,LPA,Spain,3024.3930187633105
MAN,United Kingdom,MAH,Spain,1578.4080810958014
MAN,United Kingdom,NAP,Italy,1859.9311867764138
MAN,United Kingdom,NBE,Tunisia,2160.529745054342
MAN,United Kingdom,PFO,Cyprus,3411.642346129925
MAN,United Kingdom,PMI,Spain,1581.0523650059574
MAN,United Kingdom,SSH,Egypt,4108.3466118925235
MAN,United Kingdom,TFS,Spain,3048.3755793919704
MAN,United Kingdom,VCE,Italy,1366.797698557415
MAN,United Kingdom,VRN,Italy,1296.7592644758467
MLA,Malta,EMA,United Kingdom,2256.576750417501
NAP,Italy,LTN,United Kingdom,1654.4411423314277
NAP,Italy,MAN,United Kingdom,1859.9311867764138
NBE,Tunisia,LGW,United Kingdom,1877.311102454422
NBE,Tunisia,MAN,United Kingdom,2160.529745054342
NCE,France,BHX,United Kingdom,1181.4186422706694
NCE,France,LGW,United Kingdom,1001.0090553363052
PFO,Cyprus,BHX,United Kingdom,3340.135152958913
PFO,Cyprus,LGW,United Kingdom,3185.7863759861125
PFO,Cyprus,MAN,United Kingdom,3411.642346129925
PMI,Spain,BHX,United Kingdom,1475.184376361757
PMI,Spain,EMA,United Kingdom,1508.7923507421192
PMI,Spain,LBA,United Kingdom,1625.828229470521
PMI,Spain,LGW,United Kingdom,1309.3378474217136
PMI,Spain,LTN,United Kingdom,1390.9907802913194
PMI,Spain,MAN,United Kingdom,1581.0523650059574
SPU,Croatia,BHX,United Kingdom,1661.4494686607513
SSH,Egypt,BHX,United Kingdom,4029.61498130131
SSH,Egypt,LGW,United Kingdom,3866.395415205113
SSH,Egypt,LTN,United Kingdom,3916.1460849950863
SSH,Egypt,MAN,United Kingdom,4108.3466118925235
TFS,Spain,BHX,United Kingdom,2978.2226894363466
